Date,NAPMPRIC Index_ratio
1950-06-20,1362.3871683673244
1950-06-21,1365.2605366103398
1950-06-22,1368.0646670643669
1950-06-23,1370.8020325075838
1950-06-24,1373.474989352137
1950-06-25,1376.0857844096072
1950-06-26,1378.6365611898946
1950-06-27,1381.12936577063
1950-06-28,1383.5661522708995
1950-06-29,1385.9487879600515
1950-06-30,1388.600940491528
1950-07-01,1171.8951218255809
1950-07-02,1171.8951218255809
1950-07-03,1171.8951218255809
1950-07-04,1171.8951218255809
1950-07-05,1171.8951218255809
1950-07-06,1171.8951218255809
1950-07-07,1171.8951218255809
1950-07-08,1171.8951218255809
1950-07-09,1171.8951218255809
1950-07-10,1171.8951218255809
1950-07-11,1171.8951218255809
1950-07-12,1171.8951218255809
1950-07-13,1171.8951218255809
1950-07-14,1171.8951218255809
1950-07-15,1171.8951218255809
1950-07-16,1171.8951218255809
1950-07-17,1171.8951218255809
1950-07-18,1171.8951218255809
1950-07-19,1171.8951218255809
1950-07-20,1171.8951218255809
1950-07-21,1171.8951218255809
1950-07-22,1171.8951218255809
1950-07-23,1171.8951218255809
1950-07-24,1171.8951218255809
1950-07-25,1171.8951218255809
1950-07-26,1171.8951218255809
1950-07-27,1171.8951218255809
1950-07-28,1171.8951218255809
1950-07-29,1171.8951218255809
1950-07-30,1171.8951218255809
1950-07-31,1168.3794364601038
1950-08-01,1165.0834814299697
1950-08-02,1161.9872812501462
1950-08-03,1159.0732104926653
1950-08-04,1156.3256580641837
1950-08-05,1153.730747437284
1950-08-06,1151.2761022496763
1950-08-07,1148.950648914048
1950-08-08,1146.7444495956315
1950-08-09,1144.648560243136
1950-08-10,1142.65490939564
1950-08-11,1140.7561943027865
1950-08-12,1138.9457915398336
1950-08-13,1137.21767981156
1950-08-14,1135.5663730489873
1950-08-15,1133.986862232614
1950-08-16,1132.474564642469
1950-08-17,1131.0252794519135
1950-08-18,1129.6351487589318
1950-08-19,1128.300623293669
1950-08-20,1127.0184321603776
1950-08-21,1125.785556070674
1950-08-22,1124.5992036069974
1950-08-23,1123.4567901234566
1950-08-24,1122.3559189484083
1950-08-25,1121.2943646010406
1950-08-26,1120.270057774633
1950-08-27,1119.2810718732735
1950-08-28,1118.3256109177232
1950-08-29,1117.4019986606913
1950-08-30,1116.5086687727423
1950-08-31,1114.5289654587964
1950-09-01,1112.6121098691026
1950-09-02,1110.7551560165869
1950-09-03,1108.9553392056869
1950-09-04,1107.210062298148
1950-09-05,1105.5168832087438
1950-09-06,1103.8735035043228
1950-09-07,1102.2777579942324
1950-09-08,1100.7276052130019
1950-09-09,1099.2211187072987
1950-09-10,1097.7564790489762
1950-09-11,1096.3319665045806
1950-09-12,1094.9459542992229
1950-09-13,1093.596902419341
1950-09-14,1092.2833519047194
1950-09-15,1091.0039195852826
1950-09-16,1089.7572932227547
1950-09-17,1088.5422270213032
1950-09-18,1087.357537474888
1950-09-19,1086.2020995222115
1950-09-20,1085.0748429830148
1950-09-21,1083.9747492519919
1950-09-22,1082.90084822885
1950-09-23,1081.8522154650766
1950-09-24,1080.8279695097629
1950-09-25,1079.827269438479
1950-09-26,1078.8493125506336
1950-09-27,1077.8933322220657
1950-09-28,1076.9585959007995
1950-09-29,1076.0444032349455
1950-09-30,1075.0991323608785
1950-10-01,919.9890996552176
1950-10-02,919.9890996552176
1950-10-03,919.9890996552176
1950-10-04,919.9890996552176
1950-10-05,919.9890996552176
1950-10-06,919.9890996552174
1950-10-07,919.9890996552174
1950-10-08,919.9890996552176
1950-10-09,919.9890996552176
1950-10-10,919.9890996552176
1950-10-11,919.9890996552174
1950-10-12,919.9890996552174
1950-10-13,919.9890996552176
1950-10-14,919.9890996552176
1950-10-15,919.9890996552177
1950-10-16,919.9890996552176
1950-10-17,919.9890996552176
1950-10-18,919.9890996552177
1950-10-19,919.9890996552177
1950-10-20,919.9890996552177
1950-10-21,919.9890996552177
1950-10-22,919.9890996552178
1950-10-23,919.9890996552178
1950-10-24,919.9890996552176
1950-10-25,919.9890996552176
1950-10-26,919.9890996552176
1950-10-27,919.9890996552176
1950-10-28,919.9890996552176
1950-10-29,919.9890996552176
1950-10-30,919.9890996552177
1950-10-31,920.1297492653164
1950-11-01,920.2616082747838
1950-11-02,920.385475829132
1950-11-03,920.502057056754
1950-11-04,920.6119764999404
1950-11-05,920.7157893073943
1950-11-06,920.8139906117426
1950-11-07,920.907023426388
1950-11-08,920.9952853274622
1950-11-09,921.0791341334821
1950-11-10,921.1588927538429
1950-11-11,921.2348533446628
1950-11-12,921.3072808847469
1950-11-13,921.376416263918
1950-11-14,921.4424789595705
1950-11-15,921.5056693641076
1950-11-16,921.5661708152602
1950-11-17,921.6241513726144
1950-11-18,921.6797653766074
1950-11-19,921.7331548204409
1950-11-20,921.7844505605946
1950-11-21,921.8337733876655
1950-11-22,921.8812349759788
1950-11-23,921.9269387276881
1950-11-24,921.9709805247898
1950-11-25,922.013449400566
1950-11-26,922.0544281403503
1950-11-27,922.0939938201421
1950-11-28,922.1322182904496
1950-11-29,922.1691686117467
1950-11-30,922.2585157001291
1950-12-01,922.3449806243701
1950-12-02,922.4287006303813
1950-12-03,922.5098043862041
1950-12-04,922.5884126418483
1950-12-05,922.6646388291396
1950-12-06,922.7385896078549
1950-12-07,922.810365363667
1950-12-08,922.8800606627888
1950-12-09,922.94776466765
1950-12-10,923.0135615174447
1950-12-11,923.0775306769671
1950-12-12,923.1397472567767
1950-12-13,923.2002823074023
1950-12-14,923.2592030900113
1950-12-15,923.3165733257094
1950-12-16,923.3724534254154
1950-12-17,923.4269007020521
1950-12-18,923.4799695666221
1950-12-19,923.5317117095772
1950-12-20,923.5821762687559
1950-12-21,923.6314099850283
1950-12-22,923.6794573466915
1950-12-23,923.7263607235531
1950-12-24,923.7721604915474
1950-12-25,923.8168951486583
1950-12-26,923.8606014228469
1950-12-27,923.9033143726218
1950-12-28,923.9450674808292
1950-12-29,923.9858927421875
1950-12-30,924.0258207450544
1950-12-31,924.775772798901
1951-01-01,1073.79695587557
1951-01-02,1073.79695587557
1951-01-03,1073.7969558755697
1951-01-04,1073.79695587557
1951-01-05,1073.79695587557
1951-01-06,1073.7969558755701
1951-01-07,1073.7969558755701
1951-01-08,1073.79695587557
1951-01-09,1073.79695587557
1951-01-10,1073.79695587557
1951-01-11,1073.7969558755701
1951-01-12,1073.7969558755701
1951-01-13,1073.79695587557
1951-01-14,1073.79695587557
1951-01-15,1073.7969558755697
1951-01-16,1073.79695587557
1951-01-17,1073.79695587557
1951-01-18,1073.7969558755697
1951-01-19,1073.7969558755697
1951-01-20,1073.7969558755697
1951-01-21,1073.7969558755697
1951-01-22,1073.7969558755694
1951-01-23,1073.7969558755694
1951-01-24,1073.7969558755697
1951-01-25,1073.7969558755697
1951-01-26,1073.7969558755697
1951-01-27,1073.7969558755697
1951-01-28,1073.7969558755697
1951-01-29,1073.7969558755694
1951-01-30,1073.7969558755694
1951-01-31,1071.5155983686634
1951-02-01,1069.3768257059394
1951-02-02,1067.3676756288344
1951-02-03,1065.476710850383
1951-02-04,1063.6938012021285
1951-02-05,1062.0099420898882
1951-02-06,1060.4171023891206
1951-02-07,1058.9080963568142
1951-02-08,1057.4764752492415
1951-02-09,1056.1164351970478
1951-02-10,1054.822738562034
1951-02-11,1053.5906465286876
1951-02-12,1052.4158611015432
1951-02-13,1051.2944750119964
1951-02-14,1050.2229283042072
1951-02-15,1049.197970583713
1951-02-16,1048.2166280853678
1951-02-17,1047.276174857787
1951-02-18,1046.3741074762297
1951-02-19,1045.5081227899348
1951-02-20,1044.6760982874162
1951-02-21,1043.876074727302
1951-02-22,1043.1062407354943
1951-02-23,1042.3649191137536
1951-02-24,1041.6505546418941
1951-02-25,1040.961703186886
1951-02-26,1040.2970219583704
1951-02-27,1039.6552607722172
1951-02-28,1039.3149460550853
1951-03-01,1038.9859751618578
1951-03-02,1038.6677901995558
1951-03-03,1038.3598692682958
1951-03-04,1038.0617236046949
1951-03-05,1037.7728949930813
1951-03-06,1037.4929534156713
1951-03-07,1037.2214949163647
1951-03-08,1036.9581396558433
1951-03-09,1036.7025301382785
1951-03-10,1036.4543295922374
1951-03-11,1036.213220490369
1951-03-12,1035.9789031941866
1951-03-13,1035.7510947117873
1951-03-14,1035.529527557673
1951-03-15,1035.313948705021
1951-03-16,1035.1041186217733
1951-03-17,1034.8998103828214
1951-03-18,1034.7008088513749
1951-03-19,1034.5069099232987
1951-03-20,1034.3179198288447
1951-03-21,1034.1336544867522
1951-03-22,1033.9539389061927
1951-03-23,1033.778606632476
1951-03-24,1033.6074992328251
1951-03-25,1033.44046581888
1951-03-26,1033.27736260291
1951-03-27,1033.118052484986
1951-03-28,1032.9624046686233
1951-03-29,1032.8102943026324
1951-03-30,1032.6616021471134
1951-03-31,1031.219642745292
1951-04-01,875.5508705977978
1951-04-02,875.5508705977978
1951-04-03,875.5508705977978
1951-04-04,875.5508705977978
1951-04-05,875.5508705977978
1951-04-06,875.5508705977979
1951-04-07,875.5508705977979
1951-04-08,875.5508705977978
1951-04-09,875.5508705977978
1951-04-10,875.5508705977978
1951-04-11,875.5508705977979
1951-04-12,875.5508705977979
1951-04-13,875.5508705977979
1951-04-14,875.5508705977979
1951-04-15,875.5508705977978
1951-04-16,875.5508705977978
1951-04-17,875.5508705977978
1951-04-18,875.5508705977976
1951-04-19,875.5508705977976
1951-04-20,875.5508705977976
1951-04-21,875.5508705977976
1951-04-22,875.5508705977975
1951-04-23,875.5508705977975
1951-04-24,875.5508705977978
1951-04-25,875.5508705977978
1951-04-26,875.5508705977978
1951-04-27,875.5508705977978
1951-04-28,875.5508705977978
1951-04-29,875.5508705977978
1951-04-30,872.4647252314608
1951-05-01,869.5776860177907
1951-05-02,866.8710867549751
1951-05-03,864.3285238111181
1951-05-04,861.9355233933701
1951-05-05,859.6792658566364
1951-05-06,857.5483559608324
1951-05-07,855.5326303837205
1951-05-08,853.6229956264566
1951-05-09,851.8112908567447
1951-05-10,850.0901713255183
1951-05-11,848.4530088445957
1951-05-12,846.8938064818122
1951-05-13,845.4071251591583
1951-05-14,843.9880202602614
1951-05-15,842.6319866902044
1951-05-16,841.334911101454
1951-05-17,840.093030218608
1951-05-18,838.9028943725473
1951-05-19,837.761335499795
1951-05-20,836.665438981953
1951-05-21,835.6125187981438
1951-05-22,834.6000955444814
1951-05-23,833.6258769419005
1951-05-24,832.6877405097855
1951-05-25,831.7837181297474
1951-05-26,830.9119822632821
1951-05-27,830.0708336202016
1951-05-28,829.2586901027445
1951-05-29,828.4740768740147
1951-05-30,827.7156174195759
1951-05-31,826.0638644502827
1951-06-01,824.4653938348379
1951-06-02,822.9176683182958
1951-06-03,821.4183092241454
1951-06-04,819.9650842559694
1951-06-05,818.5558964080407
1951-06-06,817.1887738690058
1951-06-07,815.861860816413
1951-06-08,814.5734090117213
1951-06-09,813.3217701157351
1951-06-10,812.1053886534389
1951-06-11,810.9227955650949
1951-06-12,809.7726022873908
1951-06-13,808.6534953144893
1951-06-14,807.5642311941987
1951-06-15,806.5036319191789
1951-06-16,805.4705806772765
1951-06-17,804.4640179287562
1951-06-18,803.4829377814643
1951-06-19,802.526384637854
1951-06-20,801.593450090383
1951-06-21,800.6832700440698
1951-06-22,799.7950220470651
1951-06-23,798.927922811894
1951-06-24,798.0812259116682
1951-06-25,797.2542196370288
1951-06-26,796.446225000887
1951-06-27,795.6565938792028
1951-06-28,794.8847072771072
1951-06-29,794.1299737106137
1951-06-30,791.9473559118464
1951-07-01,751.9587628865977
1951-07-02,751.9587628865977
1951-07-03,751.9587628865977
1951-07-04,751.9587628865977
1951-07-05,751.9587628865977
1951-07-06,751.9587628865977
1951-07-07,751.9587628865978
1951-07-08,751.9587628865977
1951-07-09,751.9587628865977
1951-07-10,751.9587628865977
1951-07-11,751.9587628865977
1951-07-12,751.9587628865977
1951-07-13,751.9587628865978
1951-07-14,751.9587628865978
1951-07-15,751.9587628865978
1951-07-16,751.9587628865977
1951-07-17,751.9587628865977
1951-07-18,751.9587628865977
1951-07-19,751.9587628865977
1951-07-20,751.9587628865977
1951-07-21,751.9587628865976
1951-07-22,751.9587628865976
1951-07-23,751.9587628865975
1951-07-24,751.9587628865977
1951-07-25,751.9587628865977
1951-07-26,751.9587628865976
1951-07-27,751.9587628865976
1951-07-28,751.9587628865975
1951-07-29,751.9587628865975
1951-07-30,751.9587628865975
1951-07-31,749.3049551047552
1951-08-01,746.8170103092782
1951-08-02,744.4798500468603
1951-08-03,742.2801697998785
1951-08-04,740.2061855670103
1951-08-05,738.2474226804123
1951-08-06,736.3945388687657
1951-08-07,734.6391752577321
1951-08-08,732.973830293418
1951-08-09,731.3917525773194
1951-08-10,729.8868493839575
1951-08-11,728.4536082474225
1951-08-12,727.087029489331
1951-08-13,725.7825679475163
1951-08-14,724.5360824742266
1951-08-15,723.343792021515
1951-08-16,722.2022373327484
1951-08-17,721.1082474226802
1951-08-18,720.0589101620027
1951-08-19,719.0515463917524
1951-08-20,718.0836870830806
1951-08-21,717.1530531324344
1951-08-22,716.2575374440769
1951-08-23,715.3951890034363
1951-08-24,714.5641986879099
1951-08-25,713.7628865979378
1951-08-26,712.9896907216493
1951-08-27,712.243156772129
1951-08-28,711.5219290581861
1951-08-29,710.8247422680411
1951-08-30,710.1504140611794
1951-08-31,708.7529098769535
1951-09-01,707.3997709049252
1951-09-02,706.088917525773
1951-09-03,704.8183980967484
1951-09-04,703.586379256482
1951-09-05,702.3911370980147
1951-09-06,701.2310491206788
1951-09-07,700.1045868818164
1951-09-08,699.0103092783501
1951-09-09,697.9468563961082
1951-09-10,696.9129438717064
1951-09-11,695.9073577178361
1951-09-12,694.9289495681245
1951-09-13,693.9766323024052
1951-09-14,693.0493760173625
1951-09-15,692.1462043111524
1951-09-16,691.2661908538192
1951-09-17,690.4084562181908
1951-09-18,689.5721649484533
1951-09-19,688.7565228458697
1951-09-20,687.960774453105
1951-09-21,687.1842007204071
1951-09-22,686.4261168384876
1951-09-23,685.685870224378
1951-09-24,684.9628386478058
1951-09-25,684.2564284867872
1951-09-26,683.5660731021552
1951-09-27,682.8912313216723
1951-09-28,682.2313860252001
1951-09-29,681.5860428231558
1951-09-30,681.3469296279691
1951-10-01,968.0642858787506
1951-10-02,968.0642858787506
1951-10-03,968.0642858787508
1951-10-04,968.0642858787506
1951-10-05,968.0642858787506
1951-10-06,968.0642858787504
1951-10-07,968.0642858787504
1951-10-08,968.0642858787506
1951-10-09,968.0642858787506
1951-10-10,968.0642858787506
1951-10-11,968.0642858787504
1951-10-12,968.0642858787504
1951-10-13,968.0642858787506
1951-10-14,968.0642858787506
1951-10-15,968.0642858787508
1951-10-16,968.0642858787506
1951-10-17,968.0642858787506
1951-10-18,968.0642858787508
1951-10-19,968.0642858787508
1951-10-20,968.0642858787508
1951-10-21,968.0642858787508
1951-10-22,968.0642858787509
1951-10-23,968.0642858787509
1951-10-24,968.0642858787508
1951-10-25,968.0642858787508
1951-10-26,968.0642858787508
1951-10-27,968.0642858787508
1951-10-28,968.0642858787508
1951-10-29,968.0642858787509
1951-10-30,968.0642858787509
1951-10-31,974.0091996128832
1951-11-01,979.5825562386319
1951-11-02,984.8181336749417
1951-11-03,989.7457359679389
1951-11-04,994.3917609870508
1951-11-05,998.7796735051007
1951-11-06,1002.9304015627156
1951-11-07,1006.862670248877
1951-11-08,1010.5932841306201
1951-11-09,1014.1373673182753
1951-11-10,1017.5085683992163
1951-11-11,1020.7192360953504
1951-11-12,1023.7805704102691
1951-11-13,1026.7027531654187
1951-11-14,1029.4950611314505
1951-11-15,1032.165964403307
1951-11-16,1034.7232122167866
1951-11-17,1037.173908038038
1951-11-18,1039.5245754584219
1951-11-19,1041.7812161819904
1951-11-20,1043.9493611909093
1951-11-21,1046.0341160071775
1951-11-22,1048.0402008303788
1951-11-23,1049.971986215684
1951-11-24,1051.833524859705
1951-11-25,1053.6285799807254
1951-11-26,1055.3606507115346
1951-11-27,1057.0329948654194
1951-11-28,1058.6486493869688
1951-11-29,1060.2104487578003
1951-11-30,1062.1377568564576
1951-12-01,1064.002893726126
1951-12-02,1065.8088199015192
1951-12-03,1067.5583108839312
1951-12-04,1069.2539713745768
1951-12-05,1070.8982482139909
1951-12-06,1072.493442162676
1951-12-07,1074.0417186422821
1951-12-08,1075.5451175427693
1951-12-09,1077.005562188957
1951-12-10,1078.424867549336
1951-12-11,1079.8047477608163
1951-12-12,1081.1468230349956
1951-12-13,1082.4526260044672
1951-12-14,1083.7236075614196
1951-12-15,1084.9611422352943
1951-12-16,1086.1665331514062
1951-12-17,1087.3410166081303
1951-12-18,1088.4857663064565
1951-12-19,1089.6018972623247
1951-12-20,1090.690469429159
1951-12-21,1091.7524910553389
1951-12-22,1092.78892179896
1951-12-23,1093.8006756201141
1951-12-24,1094.7886234690059
1951-12-25,1095.7535957865277
1951-12-26,1096.6963848323826
1951-12-27,1097.6177468544677
1951-12-28,1098.518404112012
1951-12-29,1099.399046763833
1951-12-30,1100.2603346320975
1951-12-31,1101.3331491331085
1952-01-01,1088.6435858839268
1952-01-02,1088.6435858839268
1952-01-03,1088.6435858839268
1952-01-04,1088.6435858839268
1952-01-05,1088.6435858839268
1952-01-06,1088.6435858839268
1952-01-07,1088.643585883927
1952-01-08,1088.6435858839268
1952-01-09,1088.6435858839268
1952-01-10,1088.6435858839268
1952-01-11,1088.6435858839268
1952-01-12,1088.6435858839268
1952-01-13,1088.643585883927
1952-01-14,1088.643585883927
1952-01-15,1088.643585883927
1952-01-16,1088.6435858839268
1952-01-17,1088.6435858839268
1952-01-18,1088.6435858839268
1952-01-19,1088.6435858839268
1952-01-20,1088.6435858839268
1952-01-21,1088.6435858839266
1952-01-22,1088.6435858839266
1952-01-23,1088.6435858839266
1952-01-24,1088.6435858839268
1952-01-25,1088.6435858839268
1952-01-26,1088.6435858839266
1952-01-27,1088.6435858839266
1952-01-28,1088.6435858839266
1952-01-29,1088.6435858839266
1952-01-30,1088.6435858839266
1952-01-31,1085.665420369141
1952-02-01,1082.8733901990297
1952-02-02,1080.2505739786218
1952-02-03,1077.7820410652969
1952-02-04,1075.4545671755905
1952-02-05,1073.2563973908675
1952-02-06,1071.1770475945084
1952-02-07,1069.2071372611156
1952-02-08,1067.3382479704605
1952-02-09,1065.5628031443382
1952-02-10,1063.873965382905
1952-02-11,1062.2655484672543
1952-02-12,1060.7319416407036
1952-02-13,1059.2680442153599
1952-02-14,1057.8692088978091
1952-02-15,1056.5311925071082
1952-02-16,1055.250112984097
1952-02-17,1054.022411774544
1952-02-18,1052.8448208184425
1952-02-19,1051.7143335005853
1952-02-20,1050.6281790187224
1952-02-21,1049.5837997092387
1952-02-22,1048.5788309397358
1952-02-23,1047.61108323577
1952-02-24,1046.6785263574027
1952-02-25,1045.7792750818337
1952-02-26,1044.911576482601
1952-02-27,1044.0737985247213
1952-02-28,1043.2644198196513
1952-02-29,1042.7705301889946
1952-03-01,1042.2928336609828
1952-03-02,1041.8305466983904
1952-03-03,1041.3829355123883
1952-03-04,1040.949312175949
1952-03-05,1040.5290310960152
1952-03-06,1040.1214858063827
1952-03-07,1039.7261060477838
1952-03-08,1039.3423551056144
1952-03-09,1038.9697273791598
1952-03-10,1038.6077461591758
1952-03-11,1038.2559615932755
1952-03-12,1037.913948820873
1952-03-13,1037.5813062614125
1952-03-14,1037.2576540413968
1952-03-15,1036.9426325472482
1952-03-16,1036.6359010924195
1952-03-17,1036.3371366883657
1952-03-18,1036.0460329100565
1952-03-19,1035.762298847654
1952-03-20,1035.4856581368117
1952-03-21,1035.215848060805
1952-03-22,1034.9526187183594
1952-03-23,1034.6957322516353
1952-03-24,1034.444962129357
1952-03-25,1034.200092480544
1952-03-26,1033.9609174747268
1952-03-27,1033.7272407449054
1952-03-28,1033.4988748498529
1952-03-29,1033.2756407726665
1952-03-30,1033.057367452751
1952-03-31,1031.1529915142555
1952-04-01,833.7842823760916
1952-04-02,833.7842823760916
1952-04-03,833.7842823760918
1952-04-04,833.7842823760916
1952-04-05,833.7842823760916
1952-04-06,833.7842823760915
1952-04-07,833.7842823760915
1952-04-08,833.7842823760916
1952-04-09,833.7842823760916
1952-04-10,833.7842823760916
1952-04-11,833.7842823760915
1952-04-12,833.7842823760915
1952-04-13,833.7842823760916
1952-04-14,833.7842823760916
1952-04-15,833.7842823760918
1952-04-16,833.7842823760916
1952-04-17,833.7842823760916
1952-04-18,833.7842823760918
1952-04-19,833.7842823760918
1952-04-20,833.7842823760918
1952-04-21,833.7842823760918
1952-04-22,833.7842823760919
1952-04-23,833.7842823760919
1952-04-24,833.7842823760918
1952-04-25,833.7842823760918
1952-04-26,833.7842823760918
1952-04-27,833.7842823760918
1952-04-28,833.7842823760918
1952-04-29,833.7842823760919
1952-04-30,832.4785799204693
1952-05-01,831.2571163329515
1952-05-02,830.1119942196534
1952-05-03,829.0362734465552
1952-05-04,828.0238303659924
1952-05-05,827.0692411757472
1952-05-06,826.1676847182935
1952-05-07,825.3148610423237
1952-05-08,824.506922822984
1952-05-09,823.7404173328413
1952-05-10,823.0122371172059
1952-05-11,822.3195778876988
1952-05-12,821.6599024310254
1952-05-13,821.030909553732
1952-05-14,820.4305072617703
1952-05-15,819.856789516118
1952-05-16,819.3080160202766
1952-05-17,818.782594588088
1952-05-18,818.2790657155745
1952-05-19,817.7960890419386
1952-05-20,817.332431435248
1952-05-21,816.8869564798003
1952-05-22,816.4586151764852
1952-05-23,816.0464376959367
1952-05-24,815.6495260480011
1952-05-25,815.2670475508995
1952-05-26,814.8982290001233
1952-05-27,814.5423514511284
1952-05-28,814.1987455417541
1952-05-29,813.8667872903246
1952-05-30,813.5458943139427
1952-05-31,812.0735389687852
1952-06-01,810.6486789573427
1952-06-02,809.2690525970568
1952-06-03,807.9325395605299
1952-06-04,806.63715000205
1952-06-05,805.381014672615
1952-06-06,804.1623759201782
1952-06-07,802.9795794839894
1952-06-08,801.8310670024725
1952-06-09,800.715369163285
1952-06-10,799.6310994322436
1952-06-11,798.576948304842
1952-06-12,797.5516780302461
1952-06-13,796.5541177630715
1952-06-14,795.5831591030219
1952-06-15,794.6377519866577
1952-06-16,793.7169008992898
1952-06-17,792.8196613782649
1952-06-18,791.9451367818228
1952-06-19,791.0924753002913
1952-06-20,790.2608671886745
1952-06-21,789.4495422017316
1952-06-22,788.6577672144738
1952-06-23,787.8848440126269
1952-06-24,787.1301072390589
1952-06-25,786.3929224834808
1952-06-26,785.6726845038929
1952-06-27,784.9688155692955
1952-06-28,784.2807639141275
1952-06-29,783.6080022957411
1952-06-30,783.2779895871771
1952-07-01,962.0809672101113
1952-07-02,962.0809672101113
1952-07-03,962.0809672101113
1952-07-04,962.0809672101113
1952-07-05,962.0809672101113
1952-07-06,962.0809672101113
1952-07-07,962.0809672101113
1952-07-08,962.0809672101113
1952-07-09,962.0809672101113
1952-07-10,962.0809672101111
1952-07-11,962.0809672101111
1952-07-12,962.0809672101111
1952-07-13,962.0809672101111
1952-07-14,962.0809672101111
1952-07-15,962.0809672101111
1952-07-16,962.0809672101113
1952-07-17,962.0809672101113
1952-07-18,962.0809672101113
1952-07-19,962.0809672101113
1952-07-20,962.0809672101111
1952-07-21,962.0809672101111
1952-07-22,962.0809672101111
1952-07-23,962.0809672101111
1952-07-24,962.0809672101113
1952-07-25,962.0809672101113
1952-07-26,962.0809672101111
1952-07-27,962.0809672101113
1952-07-28,962.0809672101113
1952-07-29,962.0809672101115
1952-07-30,962.0809672101115
1952-07-31,977.2143072404843
1952-08-01,991.4018135189589
1952-08-02,1004.7294709320714
1952-08-03,1017.2731484973539
1952-08-04,1029.1000444874774
1952-08-05,1040.2698907003714
1952-08-06,1050.8359614422989
1952-08-07,1060.8459231978086
1952-08-08,1070.3425535812412
1952-08-09,1079.3643524455024
