,LEI CHNG Index_ratio
17301,591.4513822256823
17302,591.4513822256823
17303,591.4513822256823
17304,591.4513822256823
17305,591.4513822256823
17306,591.4513822256823
17307,591.4513822256823
17308,591.4513822256823
17309,591.4513822256823
17310,591.4513822256823
17311,591.4513822256823
17312,591.4513822256823
17313,591.4513822256823
17314,591.4513822256823
17315,591.4513822256823
17316,591.4513822256823
17317,591.4513822256823
17318,591.4513822256823
17319,591.4513822256823
17320,591.4513822256823
17321,591.4513822256823
17322,591.4513822256823
17323,591.4513822256823
17324,591.4513822256823
17325,591.4513822256823
17326,591.4513822256823
17327,591.4513822256823
17328,591.4513822256823
17329,591.4513822256823
17330,591.4513822256823
17331,591.4513822256823
17332,591.4513822256823
17333,591.4513822256823
17334,591.4513822256823
17335,591.4513822256823
17336,591.4513822256823
17337,591.4513822256823
17338,591.4513822256823
17339,591.4513822256823
17340,591.4513822256823
17341,591.4513822256823
17342,591.4513822256823
17343,591.4513822256823
17344,591.4513822256823
17345,591.4513822256823
17346,591.4513822256823
17347,1768.4453227931485
17348,1768.4453227931485
17349,1768.4453227931485
17350,1768.4453227931485
17351,1768.4453227931485
17352,1768.4453227931485
17353,1768.4453227931485
17354,1768.4453227931485
17355,1768.4453227931485
17356,1768.4453227931485
17357,1768.4453227931485
17358,1768.4453227931485
17359,1768.4453227931485
17360,1768.4453227931485
17361,1768.4453227931485
17362,1768.4453227931485
17363,1768.4453227931485
17364,1768.4453227931485
17365,1768.4453227931485
17366,1768.4453227931485
17367,1768.4453227931485
17368,1768.4453227931485
17369,1768.4453227931485
17370,1768.4453227931485
17371,1768.4453227931485
17372,1768.4453227931485
17373,1768.4453227931485
17374,1768.4453227931485
17375,1768.4453227931485
17376,1768.4453227931485
17377,1768.4453227931485
17378,1768.4453227931485
17379,1768.4453227931485
17380,1768.4453227931485
17381,1768.4453227931485
17382,1768.4453227931485
17383,1768.4453227931485
17384,1768.4453227931485
17385,1768.4453227931485
17386,1768.4453227931485
17387,1768.4453227931485
17388,1768.4453227931485
17389,1768.4453227931485
17390,1768.4453227931485
17391,1768.4453227931485
17392,1768.4453227931485
17393,1768.4453227931485
17394,1768.4453227931485
17395,1768.4453227931485
17396,1768.4453227931485
17397,1768.4453227931485
17398,1768.4453227931485
17399,1768.4453227931485
17400,1768.4453227931485
17401,1768.4453227931485
17402,1768.4453227931485
17403,1768.4453227931485
17404,1768.4453227931485
17405,1768.4453227931485
17406,1768.4453227931485
17407,1768.4453227931485
17408,1768.4453227931485
17409,1768.4453227931485
17410,1768.4453227931485
17411,1768.4453227931485
17412,1768.4453227931485
17413,1768.4453227931485
17414,1768.4453227931485
17415,1768.4453227931485
17416,1768.4453227931485
17417,1768.4453227931485
17418,1768.4453227931485
17419,1768.4453227931485
17420,1768.4453227931485
17421,1768.4453227931485
17422,1768.4453227931485
17423,1768.4453227931485
17424,1768.4453227931485
17425,1768.4453227931485
17426,1768.4453227931485
17427,1768.4453227931485
17428,1768.4453227931485
17429,1768.4453227931485
17430,1768.4453227931485
17431,1768.4453227931485
17432,1768.4453227931485
17433,1768.4453227931485
17434,1768.4453227931485
17435,1768.4453227931485
17436,1768.4453227931485
17437,1768.4453227931485
17438,1768.4453227931485
17439,562.4036979969183
17440,562.4036979969183
17441,562.4036979969183
17442,562.4036979969183
17443,562.4036979969183
17444,562.4036979969183
17445,562.4036979969183
17446,562.4036979969183
17447,562.4036979969183
17448,562.4036979969183
17449,562.4036979969183
17450,562.4036979969183
17451,562.4036979969183
17452,562.4036979969183
17453,562.4036979969183
17454,562.4036979969183
17455,562.4036979969183
17456,562.4036979969183
17457,562.4036979969183
17458,562.4036979969183
17459,562.4036979969183
17460,562.4036979969183
17461,562.4036979969183
17462,562.4036979969183
17463,562.4036979969183
17464,562.4036979969183
17465,562.4036979969183
17466,562.4036979969183
17467,562.4036979969183
17468,562.4036979969183
17469,562.4036979969183
17470,562.4036979969183
17471,562.4036979969183
17472,562.4036979969183
17473,562.4036979969183
17474,562.4036979969183
17475,562.4036979969183
17476,562.4036979969183
17477,562.4036979969183
17478,562.4036979969183
17479,562.4036979969183
17480,562.4036979969183
17481,562.4036979969183
17482,562.4036979969183
17483,562.4036979969183
17484,562.4036979969183
17485,562.4036979969183
17486,562.4036979969183
17487,562.4036979969183
17488,562.4036979969183
17489,562.4036979969183
17490,562.4036979969183
17491,562.4036979969183
17492,562.4036979969183
17493,562.4036979969183
17494,562.4036979969183
17495,562.4036979969183
17496,562.4036979969183
17497,562.4036979969183
17498,562.4036979969183
17499,562.4036979969183
17500,562.4036979969183
17501,562.4036979969183
17502,562.4036979969183
17503,562.4036979969183
17504,562.4036979969183
17505,562.4036979969183
17506,562.4036979969183
17507,562.4036979969183
17508,562.4036979969183
17509,562.4036979969183
17510,562.4036979969183
17511,562.4036979969183
17512,562.4036979969183
17513,562.4036979969183
17514,562.4036979969183
17515,562.4036979969183
17516,562.4036979969183
17517,562.4036979969183
17518,562.4036979969183
17519,562.4036979969183
17520,562.4036979969183
17521,562.4036979969183
17522,562.4036979969183
17523,562.4036979969183
17524,562.4036979969183
17525,562.4036979969183
17526,562.4036979969183
17527,562.4036979969183
17528,562.4036979969183
17529,562.4036979969183
17530,562.4036979969183
17531,1123.0441400304414
17532,1123.0441400304414
17533,1123.0441400304414
17534,1123.0441400304414
17535,1123.0441400304414
17536,1123.0441400304414
17537,1123.0441400304414
17538,1123.0441400304414
17539,1123.0441400304414
17540,1123.0441400304414
17541,1123.0441400304414
17542,1123.0441400304414
17543,1123.0441400304414
17544,1123.0441400304414
17545,1123.0441400304414
17546,1123.0441400304414
17547,1123.0441400304414
17548,1123.0441400304414
17549,1123.0441400304414
17550,1123.0441400304414
17551,1123.0441400304414
17552,1123.0441400304414
17553,1123.0441400304414
17554,1123.0441400304414
17555,1123.0441400304414
17556,1123.0441400304414
17557,1123.0441400304414
17558,1123.0441400304414
17559,1123.0441400304414
17560,1123.0441400304414
17561,1123.0441400304414
17562,1123.0441400304414
17563,1123.0441400304414
17564,1123.0441400304414
17565,1123.0441400304414
17566,1123.0441400304414
17567,1123.0441400304414
17568,1123.0441400304414
17569,1123.0441400304414
17570,1123.0441400304414
17571,1123.0441400304414
17572,1123.0441400304414
17573,1123.0441400304414
17574,1123.0441400304414
17575,1123.0441400304414
17576,1123.0441400304414
17577,1123.0441400304414
17578,1123.0441400304414
17579,1123.0441400304414
17580,1123.0441400304414
17581,1123.0441400304414
17582,1123.0441400304414
17583,1123.0441400304414
17584,1123.0441400304414
17585,1123.0441400304414
17586,1123.0441400304414
17587,1123.0441400304414
17588,1123.0441400304414
17589,1123.0441400304414
17590,1123.0441400304414
17591,1123.0441400304414
17592,1123.0441400304414
17593,1123.0441400304414
17594,1123.0441400304414
17595,1123.0441400304414
17596,1123.0441400304414
17597,1123.0441400304414
17598,1123.0441400304414
17599,1123.0441400304414
17600,1123.0441400304414
17601,1123.0441400304414
17602,1123.0441400304414
17603,1123.0441400304414
17604,1123.0441400304414
17605,1123.0441400304414
17606,1123.0441400304414
17607,1123.0441400304414
17608,1123.0441400304414
17609,1123.0441400304414
17610,1123.0441400304414
17611,1123.0441400304414
17612,1123.0441400304414
17613,1123.0441400304414
17614,1123.0441400304414
17615,1123.0441400304414
17616,1123.0441400304414
17617,1123.0441400304414
17618,1123.0441400304414
17619,1123.0441400304414
17620,1123.0441400304414
17621,421.7478282316188
17622,421.7478282316188
17623,421.7478282316188
17624,421.7478282316188
17625,421.7478282316188
17626,421.7478282316188
17627,421.7478282316188
17628,421.7478282316188
17629,421.7478282316188
17630,421.7478282316188
17631,421.7478282316188
17632,421.7478282316188
17633,421.7478282316188
17634,421.7478282316188
17635,421.7478282316188
17636,421.7478282316188
17637,421.7478282316188
17638,421.7478282316188
17639,421.7478282316188
17640,421.7478282316188
17641,421.7478282316188
17642,421.7478282316188
17643,421.7478282316188
17644,421.7478282316188
17645,421.7478282316188
17646,421.7478282316188
17647,421.7478282316188
17648,421.7478282316188
17649,421.7478282316188
17650,421.7478282316188
17651,421.7478282316188
17652,421.7478282316188
17653,421.7478282316188
17654,421.7478282316188
17655,421.7478282316188
17656,421.7478282316188
17657,421.7478282316188
17658,421.7478282316188
17659,421.7478282316188
17660,421.7478282316188
17661,421.7478282316188
17662,421.7478282316188
17663,421.7478282316188
17664,421.7478282316188
17665,421.7478282316188
17666,421.7478282316188
17667,421.7478282316188
17668,421.7478282316188
17669,421.7478282316188
17670,421.7478282316188
17671,421.7478282316188
17672,421.7478282316188
17673,421.7478282316188
17674,421.7478282316188
17675,421.7478282316188
17676,421.7478282316188
17677,421.7478282316188
17678,421.7478282316188
17679,421.7478282316188
17680,421.7478282316188
17681,421.7478282316188
17682,421.7478282316188
17683,421.7478282316188
17684,421.7478282316188
17685,421.7478282316188
17686,421.7478282316188
17687,421.7478282316188
17688,421.7478282316188
17689,421.7478282316188
17690,421.7478282316188
17691,421.7478282316188
17692,421.7478282316188
17693,421.7478282316188
17694,421.7478282316188
17695,421.7478282316188
17696,421.7478282316188
17697,421.7478282316188
17698,421.7478282316188
17699,421.7478282316188
17700,421.7478282316188
17701,421.7478282316188
17702,421.7478282316188
17703,421.7478282316188
17704,421.7478282316188
17705,421.7478282316188
17706,421.7478282316188
17707,421.7478282316188
17708,421.7478282316188
17709,421.7478282316188
17710,421.7478282316188
17711,421.7478282316188
17712,-537.9481311975588
17713,-537.9481311975588
17714,-537.9481311975588
17715,-537.9481311975588
17716,-537.9481311975588
17717,-537.9481311975588
17718,-537.9481311975588
17719,-537.9481311975588
17720,-537.9481311975588
17721,-537.9481311975588
17722,-537.9481311975588
17723,-537.9481311975588
17724,-537.9481311975588
17725,-537.9481311975588
17726,-537.9481311975588
17727,-537.9481311975588
17728,-537.9481311975588
17729,-537.9481311975588
17730,-537.9481311975588
17731,-537.9481311975588
17732,-537.9481311975588
17733,-537.9481311975588
17734,-537.9481311975588
17735,-537.9481311975588
17736,-537.9481311975588
17737,-537.9481311975588
17738,-537.9481311975588
17739,-537.9481311975588
17740,-537.9481311975588
17741,-537.9481311975588
17742,-537.9481311975588
17743,-537.9481311975588
17744,-537.9481311975588
17745,-537.9481311975588
17746,-537.9481311975588
17747,-537.9481311975588
17748,-537.9481311975588
17749,-537.9481311975588
17750,-537.9481311975588
17751,-537.9481311975588
17752,-537.9481311975588
17753,-537.9481311975588
17754,-537.9481311975588
17755,-537.9481311975588
17756,-537.9481311975588
17757,-537.9481311975588
17758,-537.9481311975588
17759,-537.9481311975588
17760,-537.9481311975588
17761,-537.9481311975588
17762,-537.9481311975588
17763,-537.9481311975588
17764,-537.9481311975588
17765,-537.9481311975588
17766,-537.9481311975588
17767,-537.9481311975588
17768,-537.9481311975588
17769,-537.9481311975588
17770,-537.9481311975588
17771,-537.9481311975588
17772,-537.9481311975588
17773,-537.9481311975588
17774,-537.9481311975588
17775,-537.9481311975588
17776,-537.9481311975588
17777,-537.9481311975588
17778,-537.9481311975588
17779,-537.9481311975588
17780,-537.9481311975588
17781,-537.9481311975588
17782,-537.9481311975588
17783,-537.9481311975588
17784,-537.9481311975588
17785,-537.9481311975588
17786,-537.9481311975588
17787,-537.9481311975588
17788,-537.9481311975588
17789,-537.9481311975588
17790,-537.9481311975588
17791,-537.9481311975588
17792,-537.9481311975588
17793,-537.9481311975588
17794,-537.9481311975588
17795,-537.9481311975588
17796,-537.9481311975588
17797,-537.9481311975588
17798,-537.9481311975588
17799,-537.9481311975588
17800,-537.9481311975588
17801,-537.9481311975588
17802,-537.9481311975588
17803,-537.9481311975588
17804,2849.462365591399
17805,2849.462365591399
17806,2849.462365591399
17807,2849.462365591399
17808,2849.462365591399
17809,2849.462365591399
17810,2849.462365591399
17811,2849.462365591399
17812,2849.462365591399
17813,2849.462365591399
17814,2849.462365591399
17815,2849.462365591399
17816,2849.462365591399
17817,2849.462365591399
17818,2849.462365591399
17819,2849.462365591399
17820,2849.462365591399
17821,2849.462365591399
17822,2849.462365591399
17823,2849.462365591399
17824,2849.462365591399
17825,2849.462365591399
17826,2849.462365591399
17827,2849.462365591399
17828,2849.462365591399
17829,2849.462365591399
17830,2849.462365591399
17831,2849.462365591399
17832,2849.462365591399
17833,2849.462365591399
17834,2849.462365591399
17835,2849.462365591399
17836,2849.462365591399
17837,2849.462365591399
17838,2849.462365591399
17839,2849.462365591399
17840,2849.462365591399
17841,2849.462365591399
17842,2849.462365591399
17843,2849.462365591399
17844,2849.462365591399
17845,2849.462365591399
17846,2849.462365591399
17847,2849.462365591399
17848,2849.462365591399
17849,2849.462365591399
17850,2849.462365591399
17851,2849.462365591399
17852,2849.462365591399
17853,2849.462365591399
17854,2849.462365591399
17855,2849.462365591399
17856,2849.462365591399
17857,2849.462365591399
17858,2849.462365591399
17859,2849.462365591399
17860,2849.462365591399
17861,2849.462365591399
17862,2849.462365591399
17863,2849.462365591399
17864,2849.462365591399
17865,2849.462365591399
17866,2849.462365591399
17867,2849.462365591399
17868,2849.462365591399
17869,2849.462365591399
17870,2849.462365591399
17871,2849.462365591399
17872,2849.462365591399
17873,2849.462365591399
17874,2849.462365591399
17875,2849.462365591399
17876,2849.462365591399
17877,2849.462365591399
17878,2849.462365591399
17879,2849.462365591399
17880,2849.462365591399
17881,2849.462365591399
17882,2849.462365591399
17883,2849.462365591399
17884,2849.462365591399
17885,2849.462365591399
17886,2849.462365591399
17887,2849.462365591399
17888,2849.462365591399
17889,2849.462365591399
17890,2849.462365591399
17891,2849.462365591399
17892,2849.462365591399
17893,2849.462365591399
17894,2849.462365591399
17895,2849.462365591399
17896,-840.9224318658281
17897,-840.9224318658281
17898,-840.9224318658281
17899,-840.9224318658281
17900,-840.9224318658281
17901,-840.9224318658281
17902,-840.9224318658281
17903,-840.9224318658281
17904,-840.9224318658281
17905,-840.9224318658281
17906,-840.9224318658281
17907,-840.9224318658281
17908,-840.9224318658281
17909,-840.9224318658281
17910,-840.9224318658281
17911,-840.9224318658281
17912,-840.9224318658281
17913,-840.9224318658281
17914,-840.9224318658281
17915,-840.9224318658281
17916,-840.9224318658281
17917,-840.9224318658281
17918,-840.9224318658281
17919,-840.9224318658281
17920,-840.9224318658281
17921,-840.9224318658281
17922,-840.9224318658281
17923,-840.9224318658281
17924,-840.9224318658281
17925,-840.9224318658281
17926,-840.9224318658281
17927,-840.9224318658281
17928,-840.9224318658281
17929,-840.9224318658281
17930,-840.9224318658281
17931,-840.9224318658281
17932,-840.9224318658281
17933,-840.9224318658281
17934,-840.9224318658281
17935,-840.9224318658281
17936,-840.9224318658281
17937,-840.9224318658281
17938,-840.9224318658281
17939,-840.9224318658281
17940,-840.9224318658281
17941,-840.9224318658281
17942,-840.9224318658281
17943,-840.9224318658281
17944,-840.9224318658281
17945,-840.9224318658281
17946,-840.9224318658281
17947,-840.9224318658281
17948,-840.9224318658281
17949,-840.9224318658281
17950,-840.9224318658281
17951,-840.9224318658281
17952,-840.9224318658281
17953,-840.9224318658281
17954,-840.9224318658281
17955,-840.9224318658281
17956,-840.9224318658281
17957,-840.9224318658281
17958,-840.9224318658281
17959,-840.9224318658281
17960,-840.9224318658281
17961,-840.9224318658281
17962,-840.9224318658281
17963,-840.9224318658281
17964,-840.9224318658281
17965,-840.9224318658281
17966,-840.9224318658281
17967,-840.9224318658281
17968,-840.9224318658281
17969,-840.9224318658281
17970,-840.9224318658281
17971,-840.9224318658281
17972,-840.9224318658281
17973,-840.9224318658281
17974,-840.9224318658281
17975,-840.9224318658281
17976,-840.9224318658281
17977,-840.9224318658281
17978,-840.9224318658281
17979,-840.9224318658281
17980,-840.9224318658281
17981,-840.9224318658281
17982,-840.9224318658281
17983,-840.9224318658281
17984,-840.9224318658281
17985,-840.9224318658281
17986,970.8639983869341
17987,970.8639983869341
17988,970.8639983869341
17989,970.8639983869341
17990,970.8639983869341
17991,970.8639983869341
17992,970.8639983869341
17993,970.8639983869341
17994,970.8639983869341
17995,970.8639983869341
17996,970.8639983869341
17997,970.8639983869341
17998,970.8639983869341
17999,970.8639983869341
18000,970.8639983869341
18001,970.8639983869341
18002,970.8639983869341
18003,970.8639983869341
18004,970.8639983869341
18005,970.8639983869341
18006,970.8639983869341
18007,970.8639983869341
18008,970.8639983869341
18009,970.8639983869341
18010,970.8639983869341
18011,970.8639983869341
18012,970.8639983869341
18013,970.8639983869341
18014,970.8639983869341
18015,970.8639983869341
18016,970.8639983869341
18017,970.8639983869341
18018,970.8639983869341
18019,970.8639983869341
18020,970.8639983869341
18021,970.8639983869341
18022,970.8639983869341
18023,970.8639983869341
18024,970.8639983869341
18025,970.8639983869341
18026,970.8639983869341
18027,970.8639983869341
18028,970.8639983869341
18029,970.8639983869341
18030,970.8639983869341
18031,970.8639983869341
18032,970.8639983869341
18033,970.8639983869341
18034,970.8639983869341
18035,970.8639983869341
18036,970.8639983869341
18037,970.8639983869341
18038,970.8639983869341
18039,970.8639983869341
18040,970.8639983869341
18041,970.8639983869341
18042,970.8639983869341
18043,970.8639983869341
18044,970.8639983869341
18045,970.8639983869341
18046,970.8639983869341
18047,970.8639983869341
18048,970.8639983869341
18049,970.8639983869341
18050,970.8639983869341
18051,970.8639983869341
18052,970.8639983869341
18053,970.8639983869341
18054,970.8639983869341
18055,970.8639983869341
18056,970.8639983869341
18057,970.8639983869341
18058,970.8639983869341
18059,970.8639983869341
18060,970.8639983869341
18061,970.8639983869341
18062,970.8639983869341
18063,970.8639983869341
18064,970.8639983869341
18065,970.8639983869341
18066,970.8639983869341
18067,970.8639983869341
18068,970.8639983869341
18069,970.8639983869341
18070,970.8639983869341
18071,970.8639983869341
18072,970.8639983869341
18073,970.8639983869341
18074,970.8639983869341
18075,970.8639983869341
18076,970.8639983869341
18077,1123.1714750101585
18078,1123.1714750101585
18079,1123.1714750101585
18080,1123.1714750101585
18081,1123.1714750101585
18082,1123.1714750101585
18083,1123.1714750101585
18084,1123.1714750101585
18085,1123.1714750101585
18086,1123.1714750101585
18087,1123.1714750101585
18088,1123.1714750101585
18089,1123.1714750101585
18090,1123.1714750101585
18091,1123.1714750101585
18092,1123.1714750101585
18093,1123.1714750101585
18094,1123.1714750101585
18095,1123.1714750101585
18096,1123.1714750101585
18097,1123.1714750101585
18098,1123.1714750101585
18099,1123.1714750101585
18100,1123.1714750101585
18101,1123.1714750101585
18102,1123.1714750101585
18103,1123.1714750101585
18104,1123.1714750101585
18105,1123.1714750101585
18106,1123.1714750101585
18107,1123.1714750101585
18108,1123.1714750101585
18109,1123.1714750101585
18110,1123.1714750101585
18111,1123.1714750101585
18112,1123.1714750101585
18113,1123.1714750101585
18114,1123.1714750101585
18115,1123.1714750101585
18116,1123.1714750101585
18117,1123.1714750101585
18118,1123.1714750101585
18119,1123.1714750101585
18120,1123.1714750101585
18121,1123.1714750101585
18122,1123.1714750101585
18123,1123.1714750101585
18124,1123.1714750101585
18125,1123.1714750101585
18126,1123.1714750101585
18127,1123.1714750101585
18128,1123.1714750101585
18129,1123.1714750101585
18130,1123.1714750101585
18131,1123.1714750101585
18132,1123.1714750101585
18133,1123.1714750101585
18134,1123.1714750101585
18135,1123.1714750101585
18136,1123.1714750101585
18137,1123.1714750101585
18138,1123.1714750101585
18139,1123.1714750101585
18140,1123.1714750101585
18141,1123.1714750101585
18142,1123.1714750101585
18143,1123.1714750101585
18144,1123.1714750101585
18145,1123.1714750101585
18146,1123.1714750101585
18147,1123.1714750101585
18148,1123.1714750101585
18149,1123.1714750101585
18150,1123.1714750101585
18151,1123.1714750101585
18152,1123.1714750101585
18153,1123.1714750101585
18154,1123.1714750101585
18155,1123.1714750101585
18156,1123.1714750101585
18157,1123.1714750101585
18158,1123.1714750101585
18159,1123.1714750101585
18160,1123.1714750101585
18161,1123.1714750101585
18162,1123.1714750101585
18163,1123.1714750101585
18164,1123.1714750101585
18165,1123.1714750101585
18166,1123.1714750101585
18167,1123.1714750101585
18168,1123.1714750101585
18169,1172.8395061728397
18170,1172.8395061728397
18171,1172.8395061728397
18172,1172.8395061728397
18173,1172.8395061728397
18174,1172.8395061728397
18175,1172.8395061728397
18176,1172.8395061728397
18177,1172.8395061728397
18178,1172.8395061728397
18179,1172.8395061728397
18180,1172.8395061728397
18181,1172.8395061728397
18182,1172.8395061728397
18183,1172.8395061728397
18184,1172.8395061728397
18185,1172.8395061728397
18186,1172.8395061728397
18187,1172.8395061728397
18188,1172.8395061728397
18189,1172.8395061728397
18190,1172.8395061728397
18191,1172.8395061728397
18192,1172.8395061728397
18193,1172.8395061728397
18194,1172.8395061728397
18195,1172.8395061728397
18196,1172.8395061728397
18197,1172.8395061728397
18198,1172.8395061728397
18199,1172.8395061728397
18200,1172.8395061728397
18201,1172.8395061728397
18202,1172.8395061728397
18203,1172.8395061728397
18204,1172.8395061728397
18205,1172.8395061728397
18206,1172.8395061728397
18207,1172.8395061728397
18208,1172.8395061728397
18209,1172.8395061728397
18210,1172.8395061728397
18211,1172.8395061728397
18212,1172.8395061728397
18213,1172.8395061728397
18214,1172.8395061728397
18215,1172.8395061728397
18216,1172.8395061728397
18217,1172.8395061728397
18218,1172.8395061728397
18219,1172.8395061728397
18220,1172.8395061728397
18221,1172.8395061728397
18222,1172.8395061728397
18223,1172.8395061728397
18224,1172.8395061728397
18225,1172.8395061728397
18226,1172.8395061728397
18227,1172.8395061728397
18228,1172.8395061728397
18229,1172.8395061728397
18230,1172.8395061728397
18231,1172.8395061728397
18232,1172.8395061728397
18233,1172.8395061728397
18234,1172.8395061728397
18235,1172.8395061728397
18236,1172.8395061728397
18237,1172.8395061728397
18238,1172.8395061728397
18239,1172.8395061728397
18240,1172.8395061728397
18241,1172.8395061728397
18242,1172.8395061728397
18243,1172.8395061728397
18244,1172.8395061728397
18245,1172.8395061728397
18246,1172.8395061728397
18247,1172.8395061728397
18248,1172.8395061728397
18249,1172.8395061728397
18250,1172.8395061728397
18251,1172.8395061728397
18252,1172.8395061728397
18253,1172.8395061728397
18254,1172.8395061728397
18255,1172.8395061728397
18256,1172.8395061728397
18257,1172.8395061728397
18258,1172.8395061728397
18259,1172.8395061728397
18260,1172.8395061728397
18261,844.2645074224017
18262,844.2645074224017
18263,844.2645074224017
18264,844.2645074224017
18265,844.2645074224017
18266,844.2645074224017
18267,844.2645074224017
18268,844.2645074224017
18269,844.2645074224017
18270,844.2645074224017
18271,844.2645074224017
18272,844.2645074224017
18273,844.2645074224017
18274,844.2645074224017
18275,844.2645074224017
18276,844.2645074224017
18277,844.2645074224017
18278,844.2645074224017
18279,844.2645074224017
18280,844.2645074224017
18281,844.2645074224017
18282,844.2645074224017
18283,844.2645074224017
18284,844.2645074224017
18285,844.2645074224017
18286,844.2645074224017
18287,844.2645074224017
18288,844.2645074224017
18289,844.2645074224017
18290,844.2645074224017
18291,844.2645074224017
18292,844.2645074224017
18293,844.2645074224017
18294,844.2645074224017
18295,844.2645074224017
18296,844.2645074224017
18297,844.2645074224017
18298,844.2645074224017
18299,844.2645074224017
18300,844.2645074224017
18301,844.2645074224017
18302,844.2645074224017
18303,844.2645074224017
18304,844.2645074224017
18305,844.2645074224017
18306,844.2645074224017
18307,844.2645074224017
18308,844.2645074224017
18309,844.2645074224017
18310,844.2645074224017
18311,844.2645074224017
18312,844.2645074224017
18313,844.2645074224017
18314,844.2645074224017
18315,844.2645074224017
18316,844.2645074224017
18317,844.2645074224017
18318,844.2645074224017
18319,844.2645074224017
18320,844.2645074224017
18321,844.2645074224017
18322,844.2645074224017
18323,844.2645074224017
18324,844.2645074224017
18325,844.2645074224017
18326,844.2645074224017
18327,844.2645074224017
18328,844.2645074224017
18329,844.2645074224017
18330,844.2645074224017
18331,844.2645074224017
18332,844.2645074224017
18333,844.2645074224017
18334,844.2645074224017
18335,844.2645074224017
18336,844.2645074224017
18337,844.2645074224017
18338,844.2645074224017
18339,844.2645074224017
18340,844.2645074224017
18341,844.2645074224017
18342,844.2645074224017
18343,844.2645074224017
18344,844.2645074224017
18345,844.2645074224017
18346,844.2645074224017
18347,844.2645074224017
18348,844.2645074224017
18349,844.2645074224017
18350,844.2645074224017
18351,844.2645074224017
18352,96.63865546218464
18353,96.63865546218464
18354,96.63865546218464
18355,96.63865546218464
18356,96.63865546218464
18357,96.63865546218464
18358,96.63865546218464
18359,96.63865546218464
18360,96.63865546218464
18361,96.63865546218464
18362,96.63865546218464
18363,96.63865546218464
18364,96.63865546218464
18365,96.63865546218464
18366,96.63865546218464
18367,96.63865546218464
18368,96.63865546218464
18369,96.63865546218464
18370,96.63865546218464
18371,96.63865546218464
18372,96.63865546218464
18373,96.63865546218464
18374,96.63865546218464
18375,96.63865546218464
18376,96.63865546218464
18377,96.63865546218464
18378,96.63865546218464
18379,96.63865546218464
18380,96.63865546218464
18381,96.63865546218464
18382,96.63865546218464
18383,96.63865546218464
18384,96.63865546218464
18385,96.63865546218464
18386,96.63865546218464
18387,96.63865546218464
18388,96.63865546218464
18389,96.63865546218464
18390,96.63865546218464
18391,96.63865546218464
18392,96.63865546218464
18393,96.63865546218464
18394,96.63865546218464
18395,96.63865546218464
18396,96.63865546218464
18397,96.63865546218464
18398,96.63865546218464
18399,96.63865546218464
18400,96.63865546218464
18401,96.63865546218464
18402,96.63865546218464
18403,96.63865546218464
18404,96.63865546218464
18405,96.63865546218464
18406,96.63865546218464
18407,96.63865546218464
18408,96.63865546218464
18409,96.63865546218464
18410,96.63865546218464
18411,96.63865546218464
18412,96.63865546218464
18413,96.63865546218464
18414,96.63865546218464
18415,96.63865546218464
18416,96.63865546218464
18417,96.63865546218464
18418,96.63865546218464
18419,96.63865546218464
18420,96.63865546218464
18421,96.63865546218464
18422,96.63865546218464
18423,96.63865546218464
18424,96.63865546218464
18425,96.63865546218464
18426,96.63865546218464
18427,96.63865546218464
18428,96.63865546218464
18429,96.63865546218464
18430,96.63865546218464
18431,96.63865546218464
18432,96.63865546218464
18433,96.63865546218464
18434,96.63865546218464
18435,96.63865546218464
18436,96.63865546218464
18437,96.63865546218464
18438,96.63865546218464
18439,96.63865546218464
18440,96.63865546218464
18441,96.63865546218464
18442,96.63865546218464
18443,-10364.366729678668
18444,-10364.366729678668
18445,-10364.366729678668
18446,-10364.366729678668
18447,-10364.366729678668
18448,-10364.366729678668
18449,-10364.366729678668
18450,-10364.366729678668
18451,-10364.366729678668
18452,-10364.366729678668
18453,-10364.366729678668
18454,-10364.366729678668
18455,-10364.366729678668
18456,-10364.366729678668
18457,-10364.366729678668
18458,-10364.366729678668
18459,-10364.366729678668
18460,-10364.366729678668
18461,-10364.366729678668
18462,-10364.366729678668
18463,-10364.366729678668
18464,-10364.366729678668
18465,-10364.366729678668
18466,-10364.366729678668
18467,-10364.366729678668
18468,-10364.366729678668
18469,-10364.366729678668
18470,-10364.366729678668
18471,-10364.366729678668
18472,-10364.366729678668
18473,-10364.366729678668
18474,-10364.366729678668
18475,-10364.366729678668
18476,-10364.366729678668
18477,-10364.366729678668
18478,-10364.366729678668
18479,-10364.366729678668
18480,-10364.366729678668
18481,-10364.366729678668
18482,-10364.366729678668
18483,-10364.366729678668
18484,-10364.366729678668
18485,-10364.366729678668
18486,-10364.366729678668
18487,-10364.366729678668
18488,-10364.366729678668
18489,-10364.366729678668
18490,-10364.366729678668
18491,-10364.366729678668
18492,-10364.366729678668
18493,-10364.366729678668
18494,-10364.366729678668
18495,-10364.366729678668
18496,-10364.366729678668
18497,-10364.366729678668
18498,-10364.366729678668
18499,-10364.366729678668
18500,-10364.366729678668
18501,-10364.366729678668
18502,-10364.366729678668
18503,-10364.366729678668
18504,-10364.366729678668
18505,-10364.366729678668
18506,-10364.366729678668
18507,-10364.366729678668
18508,-10364.366729678668
18509,-10364.366729678668
18510,-10364.366729678668
18511,-10364.366729678668
18512,-10364.366729678668
18513,-10364.366729678668
18514,-10364.366729678668
