,PCE DEFM Index_ratio
18363,483.6065573770494
18364,483.6065573770494
18365,483.6065573770494
18366,483.6065573770494
18367,483.6065573770494
18368,483.6065573770494
18369,483.6065573770494
18370,483.6065573770494
18371,483.6065573770494
18372,483.6065573770494
18373,483.6065573770494
18374,483.6065573770494
18375,483.6065573770494
18376,483.6065573770494
18377,483.6065573770494
18378,483.6065573770494
18379,483.6065573770494
18380,483.6065573770494
18381,483.6065573770494
18382,483.6065573770494
18383,483.6065573770494
18384,483.6065573770494
18385,483.6065573770494
18386,483.6065573770494
18387,483.6065573770494
18388,483.6065573770494
18389,483.6065573770494
18390,483.6065573770494
18391,483.6065573770494
18392,483.6065573770494
18393,483.6065573770494
18394,483.6065573770494
18395,483.6065573770494
18396,483.6065573770494
18397,483.6065573770494
18398,483.6065573770494
18399,483.6065573770494
18400,483.6065573770494
18401,483.6065573770494
18402,483.6065573770494
18403,483.6065573770494
18404,483.6065573770494
18405,483.6065573770494
18406,483.6065573770494
18407,483.6065573770494
18408,483.6065573770494
18409,483.6065573770494
18410,483.6065573770494
18411,483.6065573770494
18412,483.6065573770494
18413,483.6065573770494
18414,483.6065573770494
18415,483.6065573770494
18416,483.6065573770494
18417,483.6065573770494
18418,483.6065573770494
18419,483.6065573770494
18420,483.6065573770494
18421,483.6065573770494
18422,483.6065573770494
18423,483.6065573770494
18424,483.6065573770494
18425,483.6065573770494
18426,483.6065573770494
18427,483.6065573770494
18428,483.6065573770494
18429,483.6065573770494
18430,483.6065573770494
18431,483.6065573770494
18432,483.6065573770494
18433,483.6065573770494
18434,483.6065573770494
18435,483.6065573770494
18436,483.6065573770494
18437,483.6065573770494
18438,483.6065573770494
18439,483.6065573770494
18440,483.6065573770494
18441,483.6065573770494
18442,483.6065573770494
18443,1307.6639646278554
18444,1307.6639646278554
18445,1307.6639646278554
18446,1307.6639646278554
18447,1307.6639646278554
18448,1307.6639646278554
18449,1307.6639646278554
18450,1307.6639646278554
18451,1307.6639646278554
18452,1307.6639646278554
18453,1307.6639646278554
18454,1307.6639646278554
18455,1307.6639646278554
18456,1307.6639646278554
18457,1307.6639646278554
18458,1307.6639646278554
18459,1307.6639646278554
18460,1307.6639646278554
18461,1307.6639646278554
18462,1307.6639646278554
18463,1307.6639646278554
18464,1307.6639646278554
18465,1307.6639646278554
18466,1307.6639646278554
18467,1307.6639646278554
18468,1307.6639646278554
18469,1307.6639646278554
18470,1307.6639646278554
18471,1307.6639646278554
18472,1307.6639646278554
18473,1307.6639646278554
18474,1307.6639646278554
18475,1307.6639646278554
18476,1307.6639646278554
18477,1307.6639646278554
18478,1307.6639646278554
18479,1307.6639646278554
18480,1307.6639646278554
18481,1307.6639646278554
18482,1307.6639646278554
18483,1307.6639646278554
18484,1307.6639646278554
18485,1307.6639646278554
18486,1307.6639646278554
18487,1307.6639646278554
18488,1307.6639646278554
18489,1307.6639646278554
18490,1307.6639646278554
18491,1307.6639646278554
18492,1307.6639646278554
18493,1307.6639646278554
18494,1307.6639646278554
18495,1307.6639646278554
18496,1307.6639646278554
18497,1307.6639646278554
18498,1307.6639646278554
18499,1307.6639646278554
18500,1307.6639646278554
18501,1307.6639646278554
18502,1307.6639646278554
18503,1307.6639646278554
18504,1307.6639646278554
18505,1307.6639646278554
18506,1307.6639646278554
18507,1307.6639646278554
18508,1307.6639646278554
18509,1307.6639646278554
18510,1307.6639646278554
18511,1307.6639646278554
18512,1307.6639646278554
18513,1307.6639646278554
18514,1307.6639646278554
18515,1307.6639646278554
18516,1307.6639646278554
18517,1307.6639646278554
18518,1307.6639646278554
18519,1307.6639646278554
18520,1307.6639646278554
18521,1307.6639646278554
18522,1307.6639646278554
18523,1307.6639646278554
18524,1307.6639646278554
18525,1307.6639646278554
18526,1307.6639646278554
18527,1307.6639646278554
18528,1307.6639646278554
18529,1307.6639646278554
18530,1307.6639646278554
18531,1307.6639646278554
18532,1307.6639646278554
18533,1307.6639646278554
18534,1307.6639646278554
18535,1166.6666666666672
18536,1166.6666666666672
18537,1166.6666666666672
18538,1166.6666666666672
18539,1166.6666666666672
18540,1166.6666666666672
18541,1166.6666666666672
18542,1166.6666666666672
18543,1166.6666666666672
18544,1166.6666666666672
18545,1166.6666666666672
18546,1166.6666666666672
18547,1166.6666666666672
18548,1166.6666666666672
18549,1166.6666666666672
18550,1166.6666666666672
18551,1166.6666666666672
18552,1166.6666666666672
18553,1166.6666666666672
18554,1166.6666666666672
18555,1166.6666666666672
18556,1166.6666666666672
18557,1166.6666666666672
18558,1166.6666666666672
18559,1166.6666666666672
18560,1166.6666666666672
18561,1166.6666666666672
18562,1166.6666666666672
18563,1166.6666666666672
18564,1166.6666666666672
18565,1166.6666666666672
18566,1166.6666666666672
18567,1166.6666666666672
18568,1166.6666666666672
18569,1166.6666666666672
18570,1166.6666666666672
18571,1166.6666666666672
18572,1166.6666666666672
18573,1166.6666666666672
18574,1166.6666666666672
18575,1166.6666666666672
18576,1166.6666666666672
18577,1166.6666666666672
18578,1166.6666666666672
18579,1166.6666666666672
18580,1166.6666666666672
18581,1166.6666666666672
18582,1166.6666666666672
18583,1166.6666666666672
18584,1166.6666666666672
18585,1166.6666666666672
18586,1166.6666666666672
18587,1166.6666666666672
18588,1166.6666666666672
18589,1166.6666666666672
18590,1166.6666666666672
18591,1166.6666666666672
18592,1166.6666666666672
18593,1166.6666666666672
18594,1166.6666666666672
18595,1166.6666666666672
18596,1166.6666666666672
18597,1166.6666666666672
18598,1166.6666666666672
18599,1166.6666666666672
18600,1166.6666666666672
18601,1166.6666666666672
18602,1166.6666666666672
18603,1166.6666666666672
18604,1166.6666666666672
18605,1166.6666666666672
18606,1166.6666666666672
18607,1166.6666666666672
18608,1166.6666666666672
18609,1166.6666666666672
18610,1166.6666666666672
18611,1166.6666666666672
18612,1166.6666666666672
18613,1166.6666666666672
18614,1166.6666666666672
18615,1166.6666666666672
18616,1166.6666666666672
18617,1166.6666666666672
18618,1166.6666666666672
18619,1166.6666666666672
18620,1166.6666666666672
18621,1166.6666666666672
18622,1166.6666666666672
18623,1166.6666666666672
18624,1166.6666666666672
18625,1166.6666666666672
18626,1166.6666666666672
18627,971.6727716727713
18628,971.6727716727713
18629,971.6727716727713
18630,971.6727716727713
18631,971.6727716727713
18632,971.6727716727713
18633,971.6727716727713
18634,971.6727716727713
18635,971.6727716727713
18636,971.6727716727713
18637,971.6727716727713
18638,971.6727716727713
18639,971.6727716727713
18640,971.6727716727713
18641,971.6727716727713
18642,971.6727716727713
18643,971.6727716727713
18644,971.6727716727713
18645,971.6727716727713
18646,971.6727716727713
18647,971.6727716727713
18648,971.6727716727713
18649,971.6727716727713
18650,971.6727716727713
18651,971.6727716727713
18652,971.6727716727713
18653,971.6727716727713
18654,971.6727716727713
18655,971.6727716727713
18656,971.6727716727713
18657,971.6727716727713
18658,971.6727716727713
18659,971.6727716727713
18660,971.6727716727713
18661,971.6727716727713
18662,971.6727716727713
18663,971.6727716727713
18664,971.6727716727713
18665,971.6727716727713
18666,971.6727716727713
18667,971.6727716727713
18668,971.6727716727713
18669,971.6727716727713
18670,971.6727716727713
18671,971.6727716727713
18672,971.6727716727713
18673,971.6727716727713
18674,971.6727716727713
18675,971.6727716727713
18676,971.6727716727713
18677,971.6727716727713
18678,971.6727716727713
18679,971.6727716727713
18680,971.6727716727713
18681,971.6727716727713
18682,971.6727716727713
18683,971.6727716727713
18684,971.6727716727713
18685,971.6727716727713
18686,971.6727716727713
18687,971.6727716727713
18688,971.6727716727713
18689,971.6727716727713
18690,971.6727716727713
18691,971.6727716727713
18692,971.6727716727713
18693,971.6727716727713
18694,971.6727716727713
18695,971.6727716727713
18696,971.6727716727713
18697,971.6727716727713
18698,971.6727716727713
18699,971.6727716727713
18700,971.6727716727713
18701,971.6727716727713
18702,971.6727716727713
18703,971.6727716727713
18704,971.6727716727713
18705,971.6727716727713
18706,971.6727716727713
18707,971.6727716727713
18708,971.6727716727713
18709,971.6727716727713
18710,971.6727716727713
18711,971.6727716727713
18712,971.6727716727713
18713,971.6727716727713
18714,971.6727716727713
18715,971.6727716727713
18716,971.6727716727713
18717,880.3912850155624
18718,880.3912850155624
18719,880.3912850155624
18720,880.3912850155624
18721,880.3912850155624
18722,880.3912850155624
18723,880.3912850155624
18724,880.3912850155624
18725,880.3912850155624
18726,880.3912850155624
18727,880.3912850155624
18728,880.3912850155624
18729,880.3912850155624
18730,880.3912850155624
18731,880.3912850155624
18732,880.3912850155624
18733,880.3912850155624
18734,880.3912850155624
18735,880.3912850155624
18736,880.3912850155624
18737,880.3912850155624
18738,880.3912850155624
18739,880.3912850155624
18740,880.3912850155624
18741,880.3912850155624
18742,880.3912850155624
18743,880.3912850155624
18744,880.3912850155624
18745,880.3912850155624
18746,880.3912850155624
18747,880.3912850155624
18748,880.3912850155624
18749,880.3912850155624
18750,880.3912850155624
18751,880.3912850155624
18752,880.3912850155624
18753,880.3912850155624
18754,880.3912850155624
18755,880.3912850155624
18756,880.3912850155624
18757,880.3912850155624
18758,880.3912850155624
18759,880.3912850155624
18760,880.3912850155624
18761,880.3912850155624
18762,880.3912850155624
18763,880.3912850155624
18764,880.3912850155624
18765,880.3912850155624
18766,880.3912850155624
18767,880.3912850155624
18768,880.3912850155624
18769,880.3912850155624
18770,880.3912850155624
18771,880.3912850155624
18772,880.3912850155624
18773,880.3912850155624
18774,880.3912850155624
18775,880.3912850155624
18776,880.3912850155624
18777,880.3912850155624
18778,880.3912850155624
18779,880.3912850155624
18780,880.3912850155624
18781,880.3912850155624
18782,880.3912850155624
18783,880.3912850155624
18784,880.3912850155624
18785,880.3912850155624
18786,880.3912850155624
18787,880.3912850155624
18788,880.3912850155624
18789,880.3912850155624
18790,880.3912850155624
18791,880.3912850155624
18792,880.3912850155624
18793,880.3912850155624
18794,880.3912850155624
18795,880.3912850155624
18796,880.3912850155624
18797,880.3912850155624
18798,880.3912850155624
18799,880.3912850155624
18800,880.3912850155624
18801,880.3912850155624
18802,880.3912850155624
18803,880.3912850155624
18804,880.3912850155624
18805,880.3912850155624
18806,880.3912850155624
18807,880.3912850155624
18808,366.1067193675889
18809,366.1067193675889
18810,366.1067193675889
18811,366.1067193675889
18812,366.1067193675889
18813,366.1067193675889
18814,366.1067193675889
18815,366.1067193675889
18816,366.1067193675889
18817,366.1067193675889
18818,366.1067193675889
18819,366.1067193675889
18820,366.1067193675889
18821,366.1067193675889
18822,366.1067193675889
18823,366.1067193675889
18824,366.1067193675889
18825,366.1067193675889
18826,366.1067193675889
18827,366.1067193675889
18828,366.1067193675889
18829,366.1067193675889
18830,366.1067193675889
18831,366.1067193675889
18832,366.1067193675889
18833,366.1067193675889
18834,366.1067193675889
18835,366.1067193675889
18836,366.1067193675889
18837,366.1067193675889
18838,366.1067193675889
18839,366.1067193675889
18840,366.1067193675889
18841,366.1067193675889
18842,366.1067193675889
18843,366.1067193675889
18844,366.1067193675889
18845,366.1067193675889
18846,366.1067193675889
18847,366.1067193675889
18848,366.1067193675889
18849,366.1067193675889
18850,366.1067193675889
18851,366.1067193675889
18852,366.1067193675889
18853,366.1067193675889
18854,366.1067193675889
18855,366.1067193675889
18856,366.1067193675889
18857,366.1067193675889
18858,366.1067193675889
18859,366.1067193675889
18860,366.1067193675889
18861,366.1067193675889
18862,366.1067193675889
18863,366.1067193675889
18864,366.1067193675889
18865,366.1067193675889
18866,366.1067193675889
18867,366.1067193675889
18868,366.1067193675889
18869,366.1067193675889
18870,366.1067193675889
18871,366.1067193675889
18872,366.1067193675889
18873,366.1067193675889
18874,366.1067193675889
18875,366.1067193675889
18876,366.1067193675889
18877,366.1067193675889
18878,366.1067193675889
18879,366.1067193675889
18880,366.1067193675889
18881,366.1067193675889
18882,366.1067193675889
18883,366.1067193675889
18884,366.1067193675889
18885,366.1067193675889
18886,366.1067193675889
18887,366.1067193675889
18888,366.1067193675889
18889,366.1067193675889
18890,366.1067193675889
18891,366.1067193675889
18892,366.1067193675889
18893,366.1067193675889
18894,366.1067193675889
18895,366.1067193675889
18896,366.1067193675889
18897,366.1067193675889
18898,366.1067193675889
18899,366.1067193675889
18900,-35.08771929824539
18901,-35.08771929824539
18902,-35.08771929824539
18903,-35.08771929824539
18904,-35.08771929824539
18905,-35.08771929824539
18906,-35.08771929824539
18907,-35.08771929824539
18908,-35.08771929824539
18909,-35.08771929824539
18910,-35.08771929824539
18911,-35.08771929824539
18912,-35.08771929824539
18913,-35.08771929824539
18914,-35.08771929824539
18915,-35.08771929824539
18916,-35.08771929824539
18917,-35.08771929824539
18918,-35.08771929824539
18919,-35.08771929824539
18920,-35.08771929824539
18921,-35.08771929824539
18922,-35.08771929824539
18923,-35.08771929824539
18924,-35.08771929824539
18925,-35.08771929824539
18926,-35.08771929824539
18927,-35.08771929824539
18928,-35.08771929824539
18929,-35.08771929824539
18930,-35.08771929824539
18931,-35.08771929824539
18932,-35.08771929824539
18933,-35.08771929824539
18934,-35.08771929824539
18935,-35.08771929824539
18936,-35.08771929824539
18937,-35.08771929824539
18938,-35.08771929824539
18939,-35.08771929824539
18940,-35.08771929824539
18941,-35.08771929824539
18942,-35.08771929824539
18943,-35.08771929824539
18944,-35.08771929824539
18945,-35.08771929824539
18946,-35.08771929824539
18947,-35.08771929824539
18948,-35.08771929824539
18949,-35.08771929824539
18950,-35.08771929824539
18951,-35.08771929824539
18952,-35.08771929824539
18953,-35.08771929824539
18954,-35.08771929824539
18955,-35.08771929824539
18956,-35.08771929824539
18957,-35.08771929824539
18958,-35.08771929824539
18959,-35.08771929824539
18960,-35.08771929824539
18961,-35.08771929824539
18962,-35.08771929824539
18963,-35.08771929824539
18964,-35.08771929824539
18965,-35.08771929824539
18966,-35.08771929824539
18967,-35.08771929824539
18968,-35.08771929824539
18969,-35.08771929824539
18970,-35.08771929824539
18971,-35.08771929824539
18972,-35.08771929824539
18973,-35.08771929824539
18974,-35.08771929824539
18975,-35.08771929824539
18976,-35.08771929824539
18977,-35.08771929824539
18978,-35.08771929824539
18979,-35.08771929824539
18980,-35.08771929824539
18981,-35.08771929824539
18982,-35.08771929824539
18983,-35.08771929824539
18984,-35.08771929824539
18985,-35.08771929824539
18986,-35.08771929824539
18987,-35.08771929824539
18988,-35.08771929824539
18989,-35.08771929824539
18990,-35.08771929824539
18991,-35.08771929824539
18992,-32200.0000000002
18993,-32200.0000000002
18994,-32200.0000000002
18995,-32200.0000000002
18996,-32200.0000000002
18997,-32200.0000000002
18998,-32200.0000000002
18999,-32200.0000000002
19000,-32200.0000000002
19001,-32200.0000000002
19002,-32200.0000000002
19003,-32200.0000000002
19004,-32200.0000000002
19005,-32200.0000000002
19006,-32200.0000000002
19007,-32200.0000000002
19008,-32200.0000000002
19009,-32200.0000000002
19010,-32200.0000000002
19011,-32200.0000000002
19012,-32200.0000000002
19013,-32200.0000000002
19014,-32200.0000000002
19015,-32200.0000000002
19016,-32200.0000000002
19017,-32200.0000000002
19018,-32200.0000000002
19019,-32200.0000000002
19020,-32200.0000000002
19021,-32200.0000000002
19022,-32200.0000000002
19023,-32200.0000000002
19024,-32200.0000000002
19025,-32200.0000000002
19026,-32200.0000000002
19027,-32200.0000000002
19028,-32200.0000000002
19029,-32200.0000000002
19030,-32200.0000000002
19031,-32200.0000000002
19032,-32200.0000000002
19033,-32200.0000000002
19034,-32200.0000000002
19035,-32200.0000000002
19036,-32200.0000000002
19037,-32200.0000000002
19038,-32200.0000000002
19039,-32200.0000000002
19040,-32200.0000000002
19041,-32200.0000000002
19042,-32200.0000000002
19043,-32200.0000000002
19044,-32200.0000000002
19045,-32200.0000000002
19046,-32200.0000000002
19047,-32200.0000000002
19048,-32200.0000000002
19049,-32200.0000000002
19050,-32200.0000000002
19051,-32200.0000000002
19052,-32200.0000000002
19053,-32200.0000000002
19054,-32200.0000000002
19055,-32200.0000000002
19056,-32200.0000000002
19057,-32200.0000000002
19058,-32200.0000000002
19059,-32200.0000000002
19060,-32200.0000000002
19061,-32200.0000000002
19062,-32200.0000000002
19063,-32200.0000000002
19064,-32200.0000000002
19065,-32200.0000000002
19066,-32200.0000000002
19067,-32200.0000000002
19068,-32200.0000000002
19069,-32200.0000000002
19070,-32200.0000000002
19071,-32200.0000000002
19072,-32200.0000000002
19073,-32200.0000000002
19074,-32200.0000000002
19075,-32200.0000000002
19076,-32200.0000000002
19077,-32200.0000000002
19078,-32200.0000000002
19079,-32200.0000000002
19080,-32200.0000000002
19081,-32200.0000000002
19082,3799.058084772372
19083,3799.058084772372
19084,3799.058084772372
19085,3799.058084772372
19086,3799.058084772372
19087,3799.058084772372
19088,3799.058084772372
19089,3799.058084772372
19090,3799.058084772372
19091,3799.058084772372
19092,3799.058084772372
19093,3799.058084772372
19094,3799.058084772372
19095,3799.058084772372
19096,3799.058084772372
19097,3799.058084772372
19098,3799.058084772372
19099,3799.058084772372
19100,3799.058084772372
19101,3799.058084772372
19102,3799.058084772372
19103,3799.058084772372
19104,3799.058084772372
19105,3799.058084772372
19106,3799.058084772372
19107,3799.058084772372
19108,3799.058084772372
19109,3799.058084772372
19110,3799.058084772372
19111,3799.058084772372
19112,3799.058084772372
19113,3799.058084772372
19114,3799.058084772372
19115,3799.058084772372
19116,3799.058084772372
19117,3799.058084772372
19118,3799.058084772372
19119,3799.058084772372
19120,3799.058084772372
19121,3799.058084772372
19122,3799.058084772372
19123,3799.058084772372
19124,3799.058084772372
19125,3799.058084772372
19126,3799.058084772372
19127,3799.058084772372
19128,3799.058084772372
19129,3799.058084772372
19130,3799.058084772372
19131,3799.058084772372
19132,3799.058084772372
19133,3799.058084772372
19134,3799.058084772372
19135,3799.058084772372
19136,3799.058084772372
19137,3799.058084772372
19138,3799.058084772372
19139,3799.058084772372
19140,3799.058084772372
19141,3799.058084772372
19142,3799.058084772372
19143,3799.058084772372
19144,3799.058084772372
19145,3799.058084772372
19146,3799.058084772372
19147,3799.058084772372
19148,3799.058084772372
19149,3799.058084772372
19150,3799.058084772372
19151,3799.058084772372
19152,3799.058084772372
19153,3799.058084772372
19154,3799.058084772372
19155,3799.058084772372
19156,3799.058084772372
19157,3799.058084772372
19158,3799.058084772372
19159,3799.058084772372
19160,3799.058084772372
19161,3799.058084772372
19162,3799.058084772372
19163,3799.058084772372
19164,3799.058084772372
19165,3799.058084772372
19166,3799.058084772372
19167,3799.058084772372
19168,3799.058084772372
19169,3799.058084772372
19170,3799.058084772372
19171,3799.058084772372
19172,3799.058084772372
19173,629.4466403162052
19174,629.4466403162052
19175,629.4466403162052
19176,629.4466403162052
19177,629.4466403162052
19178,629.4466403162052
19179,629.4466403162052
19180,629.4466403162052
19181,629.4466403162052
19182,629.4466403162052
19183,629.4466403162052
19184,629.4466403162052
19185,629.4466403162052
19186,629.4466403162052
19187,629.4466403162052
19188,629.4466403162052
19189,629.4466403162052
19190,629.4466403162052
19191,629.4466403162052
19192,629.4466403162052
19193,629.4466403162052
19194,629.4466403162052
19195,629.4466403162052
19196,629.4466403162052
19197,629.4466403162052
19198,629.4466403162052
19199,629.4466403162052
19200,629.4466403162052
19201,629.4466403162052
19202,629.4466403162052
19203,629.4466403162052
19204,629.4466403162052
19205,629.4466403162052
19206,629.4466403162052
19207,629.4466403162052
19208,629.4466403162052
19209,629.4466403162052
19210,629.4466403162052
19211,629.4466403162052
19212,629.4466403162052
19213,629.4466403162052
19214,629.4466403162052
19215,629.4466403162052
19216,629.4466403162052
19217,629.4466403162052
19218,629.4466403162052
19219,629.4466403162052
19220,629.4466403162052
19221,629.4466403162052
19222,629.4466403162052
19223,629.4466403162052
19224,629.4466403162052
19225,629.4466403162052
19226,629.4466403162052
19227,629.4466403162052
19228,629.4466403162052
19229,629.4466403162052
19230,629.4466403162052
19231,629.4466403162052
19232,629.4466403162052
19233,629.4466403162052
19234,629.4466403162052
19235,629.4466403162052
19236,629.4466403162052
19237,629.4466403162052
19238,629.4466403162052
19239,629.4466403162052
19240,629.4466403162052
19241,629.4466403162052
19242,629.4466403162052
19243,629.4466403162052
19244,629.4466403162052
19245,629.4466403162052
19246,629.4466403162052
19247,629.4466403162052
19248,629.4466403162052
19249,629.4466403162052
19250,629.4466403162052
19251,629.4466403162052
19252,629.4466403162052
19253,629.4466403162052
19254,629.4466403162052
19255,629.4466403162052
19256,629.4466403162052
19257,629.4466403162052
19258,629.4466403162052
19259,629.4466403162052
19260,629.4466403162052
19261,629.4466403162052
19262,629.4466403162052
19263,629.4466403162052
19264,629.4466403162052
19265,987.0129870129872
19266,987.0129870129872
19267,987.0129870129872
19268,987.0129870129872
19269,987.0129870129872
19270,987.0129870129872
19271,987.0129870129872
19272,987.0129870129872
19273,987.0129870129872
19274,987.0129870129872
19275,987.0129870129872
19276,987.0129870129872
19277,987.0129870129872
19278,987.0129870129872
19279,987.0129870129872
19280,987.0129870129872
19281,987.0129870129872
19282,987.0129870129872
19283,987.0129870129872
19284,987.0129870129872
19285,987.0129870129872
19286,987.0129870129872
19287,987.0129870129872
19288,987.0129870129872
19289,987.0129870129872
19290,987.0129870129872
19291,987.0129870129872
19292,987.0129870129872
19293,987.0129870129872
19294,987.0129870129872
19295,987.0129870129872
19296,987.0129870129872
19297,987.0129870129872
19298,987.0129870129872
19299,987.0129870129872
19300,987.0129870129872
19301,987.0129870129872
19302,987.0129870129872
19303,987.0129870129872
19304,987.0129870129872
19305,987.0129870129872
19306,987.0129870129872
19307,987.0129870129872
19308,987.0129870129872
19309,987.0129870129872
19310,987.0129870129872
19311,987.0129870129872
19312,987.0129870129872
19313,987.0129870129872
19314,987.0129870129872
19315,987.0129870129872
19316,987.0129870129872
19317,987.0129870129872
19318,987.0129870129872
19319,987.0129870129872
19320,987.0129870129872
19321,987.0129870129872
19322,987.0129870129872
19323,987.0129870129872
19324,987.0129870129872
19325,987.0129870129872
19326,987.0129870129872
19327,987.0129870129872
19328,987.0129870129872
19329,987.0129870129872
19330,987.0129870129872
19331,987.0129870129872
19332,987.0129870129872
19333,987.0129870129872
19334,987.0129870129872
19335,987.0129870129872
19336,987.0129870129872
19337,987.0129870129872
19338,987.0129870129872
19339,987.0129870129872
19340,987.0129870129872
19341,987.0129870129872
19342,987.0129870129872
19343,987.0129870129872
19344,987.0129870129872
19345,987.0129870129872
19346,987.0129870129872
19347,987.0129870129872
19348,987.0129870129872
19349,987.0129870129872
19350,987.0129870129872
19351,987.0129870129872
19352,987.0129870129872
19353,987.0129870129872
19354,987.0129870129872
19355,987.0129870129872
19356,987.0129870129872
19357,1614.0350877192982
19358,1614.0350877192982
19359,1614.0350877192982
19360,1614.0350877192982
19361,1614.0350877192982
19362,1614.0350877192982
19363,1614.0350877192982
19364,1614.0350877192982
19365,1614.0350877192982
19366,1614.0350877192982
19367,1614.0350877192982
19368,1614.0350877192982
19369,1614.0350877192982
19370,1614.0350877192982
19371,1614.0350877192982
19372,1614.0350877192982
19373,1614.0350877192982
19374,1614.0350877192982
19375,1614.0350877192982
19376,1614.0350877192982
19377,1614.0350877192982
19378,1614.0350877192982
19379,1614.0350877192982
19380,1614.0350877192982
19381,1614.0350877192982
19382,1614.0350877192982
19383,1614.0350877192982
19384,1614.0350877192982
19385,1614.0350877192982
19386,1614.0350877192982
19387,1614.0350877192982
19388,1614.0350877192982
19389,1614.0350877192982
19390,1614.0350877192982
19391,1614.0350877192982
19392,1614.0350877192982
19393,1614.0350877192982
19394,1614.0350877192982
19395,1614.0350877192982
19396,1614.0350877192982
19397,1614.0350877192982
19398,1614.0350877192982
19399,1614.0350877192982
19400,1614.0350877192982
19401,1614.0350877192982
19402,1614.0350877192982
19403,1614.0350877192982
19404,1614.0350877192982
19405,1614.0350877192982
19406,1614.0350877192982
19407,1614.0350877192982
19408,1614.0350877192982
19409,1614.0350877192982
19410,1614.0350877192982
19411,1614.0350877192982
19412,1614.0350877192982
19413,1614.0350877192982
19414,1614.0350877192982
19415,1614.0350877192982
19416,1614.0350877192982
19417,1614.0350877192982
19418,1614.0350877192982
19419,1614.0350877192982
19420,1614.0350877192982
19421,1614.0350877192982
19422,1614.0350877192982
19423,1614.0350877192982
19424,1614.0350877192982
19425,1614.0350877192982
19426,1614.0350877192982
19427,1614.0350877192982
19428,1614.0350877192982
19429,1614.0350877192982
19430,1614.0350877192982
19431,1614.0350877192982
19432,1614.0350877192982
19433,1614.0350877192982
19434,1614.0350877192982
19435,1614.0350877192982
19436,1614.0350877192982
19437,1614.0350877192982
19438,1614.0350877192982
19439,1614.0350877192982
19440,1614.0350877192982
19441,1614.0350877192982
19442,1614.0350877192982
19443,1614.0350877192982
19444,1614.0350877192982
19445,1614.0350877192982
19446,1614.0350877192982
19447,-135.989010989011
19448,-135.989010989011
19449,-135.989010989011
19450,-135.989010989011
19451,-135.989010989011
19452,-135.989010989011
19453,-135.989010989011
19454,-135.989010989011
19455,-135.989010989011
19456,-135.989010989011
19457,-135.989010989011
19458,-135.989010989011
19459,-135.989010989011
19460,-135.989010989011
19461,-135.989010989011
19462,-135.989010989011
19463,-135.989010989011
19464,-135.989010989011
19465,-135.989010989011
19466,-135.989010989011
19467,-135.989010989011
19468,-135.989010989011
19469,-135.989010989011
19470,-135.989010989011
19471,-135.989010989011
19472,-135.989010989011
19473,-135.989010989011
19474,-135.989010989011
19475,-135.989010989011
19476,-135.989010989011
19477,-135.989010989011
19478,-135.989010989011
19479,-135.989010989011
19480,-135.989010989011
19481,-135.989010989011
19482,-135.989010989011
19483,-135.989010989011
19484,-135.989010989011
19485,-135.989010989011
19486,-135.989010989011
19487,-135.989010989011
19488,-135.989010989011
19489,-135.989010989011
19490,-135.989010989011
19491,-135.989010989011
19492,-135.989010989011
19493,-135.989010989011
19494,-135.989010989011
19495,-135.989010989011
19496,-135.989010989011
19497,-135.989010989011
19498,-135.989010989011
19499,-135.989010989011
19500,-135.989010989011
19501,-135.989010989011
19502,-135.989010989011
19503,-135.989010989011
19504,-135.989010989011
19505,-135.989010989011
19506,-135.989010989011
19507,-135.989010989011
19508,-135.989010989011
19509,-135.989010989011
19510,-135.989010989011
19511,-135.989010989011
19512,-135.989010989011
19513,-135.989010989011
19514,-135.989010989011
19515,-135.989010989011
19516,-135.989010989011
19517,-135.989010989011
19518,-135.989010989011
19519,-135.989010989011
19520,-135.989010989011
19521,-135.989010989011
19522,-135.989010989011
19523,-135.989010989011
19524,-135.989010989011
19525,-135.989010989011
19526,-135.989010989011
19527,-135.989010989011
19528,-135.989010989011
19529,-135.989010989011
19530,-135.989010989011
19531,-135.989010989011
19532,-135.989010989011
19533,-135.989010989011
19534,-135.989010989011
19535,-135.989010989011
19536,-135.989010989011
19537,-135.989010989011
19538,-6474.308300395258
19539,-6474.308300395258
19540,-6474.308300395258
19541,-6474.308300395258
19542,-6474.308300395258
19543,-6474.308300395258
19544,-6474.308300395258
19545,-6474.308300395258
19546,-6474.308300395258
19547,-6474.308300395258
19548,-6474.308300395258
19549,-6474.308300395258
19550,-6474.308300395258
19551,-6474.308300395258
19552,-6474.308300395258
19553,-6474.308300395258
19554,-6474.308300395258
19555,-6474.308300395258
19556,-6474.308300395258
19557,-6474.308300395258
19558,-6474.308300395258
19559,-6474.308300395258
19560,-6474.308300395258
19561,-6474.308300395258
19562,-6474.308300395258
19563,-6474.308300395258
19564,-6474.308300395258
19565,-6474.308300395258
19566,-6474.308300395258
19567,-6474.308300395258
19568,-6474.308300395258
19569,-6474.308300395258
19570,-6474.308300395258
19571,-6474.308300395258
19572,-6474.308300395258
19573,-6474.308300395258
19574,-6474.308300395258
19575,-6474.308300395258
19576,-6474.308300395258
19577,-6474.308300395258
19578,-6474.308300395258
19579,-6474.308300395258
19580,-6474.308300395258
19581,-6474.308300395258
19582,-6474.308300395258
19583,-6474.308300395258
19584,-6474.308300395258
19585,-6474.308300395258
19586,-6474.308300395258
19587,-6474.308300395258
