,NAPMPMI Index_ratio
16949,1057.409048451609
16950,1057.409048451609
16951,1057.409048451609
16952,1057.409048451609
16953,1057.409048451609
16954,1057.409048451609
16955,1057.409048451609
16956,1057.409048451609
16957,1057.409048451609
16958,1057.409048451609
16959,1057.409048451609
16960,1057.409048451609
16961,1057.409048451609
16962,1057.409048451609
16963,1057.409048451609
16964,1057.409048451609
16965,1057.409048451609
16966,1057.409048451609
16967,1057.409048451609
16968,1057.409048451609
16969,1057.409048451609
16970,1057.409048451609
16971,1057.409048451609
16972,1057.409048451609
16973,1057.409048451609
16974,1057.409048451609
16975,1057.409048451609
16976,1057.409048451609
16977,1057.409048451609
16978,1057.409048451609
16979,1057.409048451609
16980,1057.409048451609
16981,1057.409048451609
16982,1063.6904820522918
16983,1063.6904820522918
16984,1063.6904820522918
16985,1063.6904820522918
16986,1063.6904820522918
16987,1063.6904820522918
16988,1063.6904820522918
16989,1063.6904820522918
16990,1063.6904820522918
16991,1063.6904820522918
16992,1063.6904820522918
16993,1063.6904820522918
16994,1063.6904820522918
16995,1063.6904820522918
16996,1063.6904820522918
16997,1063.6904820522918
16998,1063.6904820522918
16999,1063.6904820522918
17000,1063.6904820522918
17001,1063.6904820522918
17002,1063.6904820522918
17003,1063.6904820522918
17004,1063.6904820522918
17005,1063.6904820522918
17006,1063.6904820522918
17007,1063.6904820522918
17008,1063.6904820522918
17009,1063.6904820522918
17010,1063.6904820522918
17011,1063.6904820522918
17012,1063.6904820522918
17013,1063.6904820522918
17014,1063.6904820522918
17015,1063.6904820522918
17016,1063.6904820522918
17017,1063.6904820522918
17018,1063.6904820522918
17019,1063.6904820522918
17020,1063.6904820522918
17021,1063.6904820522918
17022,1063.6904820522918
17023,1063.6904820522918
17024,1063.6904820522918
17025,1063.6904820522918
17026,1063.6904820522918
17027,1063.6904820522918
17028,1063.6904820522918
17029,1063.6904820522918
17030,1063.6904820522918
17031,1063.6904820522918
17032,1063.6904820522918
17033,1063.6904820522918
17034,1063.6904820522918
17035,1063.6904820522918
17036,1063.6904820522918
17037,1063.6904820522918
17038,1063.6904820522918
17039,1063.6904820522918
17040,1063.6904820522918
17041,1063.6904820522918
17042,1063.6904820522918
17043,1063.6904820522918
17044,1063.6904820522918
17045,1063.6904820522918
17046,1063.6904820522918
17047,1063.6904820522918
17048,1063.6904820522918
17049,1063.6904820522918
17050,1063.6904820522918
17051,1063.6904820522918
17052,1063.6904820522918
17053,1063.6904820522918
17054,1063.6904820522918
17055,1063.6904820522918
17056,1063.6904820522918
17057,1063.6904820522918
17058,1063.6904820522918
17059,1063.6904820522918
17060,1063.6904820522918
17061,1063.6904820522918
17062,1063.6904820522918
17063,1063.6904820522918
17064,1063.6904820522918
17065,1063.6904820522918
17066,1063.6904820522918
17067,1063.6904820522918
17068,1063.6904820522918
17069,1063.6904820522918
17070,1063.6904820522918
17071,1063.6904820522918
17072,1063.6904820522918
17073,1063.6904820522918
17074,999.6630018113648
17075,999.6630018113648
17076,999.6630018113648
17077,999.6630018113648
17078,999.6630018113648
17079,999.6630018113648
17080,999.6630018113648
17081,999.6630018113648
17082,999.6630018113648
17083,999.6630018113648
17084,999.6630018113648
17085,999.6630018113648
17086,999.6630018113648
17087,999.6630018113648
17088,999.6630018113648
17089,999.6630018113648
17090,999.6630018113648
17091,999.6630018113648
17092,999.6630018113648
17093,999.6630018113648
17094,999.6630018113648
17095,999.6630018113648
17096,999.6630018113648
17097,999.6630018113648
17098,999.6630018113648
17099,999.6630018113648
17100,999.6630018113648
17101,999.6630018113648
17102,999.6630018113648
17103,999.6630018113648
17104,999.6630018113648
17105,999.6630018113648
17106,999.6630018113648
17107,999.6630018113648
17108,999.6630018113648
17109,999.6630018113648
17110,999.6630018113648
17111,999.6630018113648
17112,999.6630018113648
17113,999.6630018113648
17114,999.6630018113648
17115,999.6630018113648
17116,999.6630018113648
17117,999.6630018113648
17118,999.6630018113648
17119,999.6630018113648
17120,999.6630018113648
17121,999.6630018113648
17122,999.6630018113648
17123,999.6630018113648
17124,999.6630018113648
17125,999.6630018113648
17126,999.6630018113648
17127,999.6630018113648
17128,999.6630018113648
17129,999.6630018113648
17130,999.6630018113648
17131,999.6630018113648
17132,999.6630018113648
17133,999.6630018113648
17134,999.6630018113648
17135,999.6630018113648
17136,999.6630018113648
17137,999.6630018113648
17138,999.6630018113648
17139,999.6630018113648
17140,999.6630018113648
17141,999.6630018113648
17142,999.6630018113648
17143,999.6630018113648
17144,999.6630018113648
17145,999.6630018113648
17146,999.6630018113648
17147,999.6630018113648
17148,999.6630018113648
17149,999.6630018113648
17150,999.6630018113648
17151,999.6630018113648
17152,999.6630018113648
17153,999.6630018113648
17154,999.6630018113648
17155,999.6630018113648
17156,999.6630018113648
17157,999.6630018113648
17158,999.6630018113648
17159,999.6630018113648
17160,999.6630018113648
17161,999.6630018113648
17162,999.6630018113648
17163,999.6630018113648
17164,999.6630018113648
17165,999.6630018113648
17166,1047.2274895940147
17167,1047.2274895940147
17168,1047.2274895940147
17169,1047.2274895940147
17170,1047.2274895940147
17171,1047.2274895940147
17172,1047.2274895940147
17173,1047.2274895940147
17174,1047.2274895940147
17175,1047.2274895940147
17176,1047.2274895940147
17177,1047.2274895940147
17178,1047.2274895940147
17179,1047.2274895940147
17180,1047.2274895940147
17181,1047.2274895940147
17182,1047.2274895940147
17183,1047.2274895940147
17184,1047.2274895940147
17185,1047.2274895940147
17186,1047.2274895940147
17187,1047.2274895940147
17188,1047.2274895940147
17189,1047.2274895940147
17190,1047.2274895940147
17191,1047.2274895940147
17192,1047.2274895940147
17193,1047.2274895940147
17194,1047.2274895940147
17195,1047.2274895940147
17196,1047.2274895940147
17197,1047.2274895940147
17198,1047.2274895940147
17199,1047.2274895940147
17200,1047.2274895940147
17201,1047.2274895940147
17202,1047.2274895940147
17203,1047.2274895940147
17204,1047.2274895940147
17205,1047.2274895940147
17206,1047.2274895940147
17207,1047.2274895940147
17208,1047.2274895940147
17209,1047.2274895940147
17210,1047.2274895940147
17211,1047.2274895940147
17212,1047.2274895940147
17213,1047.2274895940147
17214,1047.2274895940147
17215,1047.2274895940147
17216,1047.2274895940147
17217,1047.2274895940147
17218,1047.2274895940147
17219,1047.2274895940147
17220,1047.2274895940147
17221,1047.2274895940147
17222,1047.2274895940147
17223,1047.2274895940147
17224,1047.2274895940147
17225,1047.2274895940147
17226,1047.2274895940147
17227,1047.2274895940147
17228,1047.2274895940147
17229,1047.2274895940147
17230,1047.2274895940147
17231,1047.2274895940147
17232,1047.2274895940147
17233,1047.2274895940147
17234,1047.2274895940147
17235,1047.2274895940147
17236,1047.2274895940147
17237,1047.2274895940147
17238,1047.2274895940147
17239,1047.2274895940147
17240,1047.2274895940147
17241,1047.2274895940147
17242,1047.2274895940147
17243,1047.2274895940147
17244,1047.2274895940147
17245,1047.2274895940147
17246,1047.2274895940147
17247,1047.2274895940147
17248,1047.2274895940147
17249,1047.2274895940147
17250,1047.2274895940147
17251,1047.2274895940147
17252,1047.2274895940147
17253,1047.2274895940147
17254,1047.2274895940147
17255,1047.2274895940147
17256,1009.4530852196975
17257,1009.4530852196975
17258,1009.4530852196975
17259,1009.4530852196975
17260,1009.4530852196975
17261,1009.4530852196975
17262,1009.4530852196975
17263,1009.4530852196975
17264,1009.4530852196975
17265,1009.4530852196975
17266,1009.4530852196975
17267,1009.4530852196975
17268,1009.4530852196975
17269,1009.4530852196975
17270,1009.4530852196975
17271,1009.4530852196975
17272,1009.4530852196975
17273,1009.4530852196975
17274,1009.4530852196975
17275,1009.4530852196975
17276,1009.4530852196975
17277,1009.4530852196975
17278,1009.4530852196975
17279,1009.4530852196975
17280,1009.4530852196975
17281,1009.4530852196975
17282,1009.4530852196975
17283,1009.4530852196975
17284,1009.4530852196975
17285,1009.4530852196975
17286,1009.4530852196975
17287,1009.4530852196975
17288,1009.4530852196975
17289,1009.4530852196975
17290,1009.4530852196975
17291,1009.4530852196975
17292,1009.4530852196975
17293,1009.4530852196975
17294,1009.4530852196975
17295,1009.4530852196975
17296,1009.4530852196975
17297,1009.4530852196975
17298,1009.4530852196975
17299,1009.4530852196975
17300,1009.4530852196975
17301,1009.4530852196975
17302,1009.4530852196975
17303,1009.4530852196975
17304,1009.4530852196975
17305,1009.4530852196975
17306,1009.4530852196975
17307,1009.4530852196975
17308,1009.4530852196975
17309,1009.4530852196975
17310,1009.4530852196975
17311,1009.4530852196975
17312,1009.4530852196975
17313,1009.4530852196975
17314,1009.4530852196975
17315,1009.4530852196975
17316,1009.4530852196975
17317,1009.4530852196975
17318,1009.4530852196975
17319,1009.4530852196975
17320,1009.4530852196975
17321,1009.4530852196975
17322,1009.4530852196975
17323,1009.4530852196975
17324,1009.4530852196975
17325,1009.4530852196975
17326,1009.4530852196975
17327,1009.4530852196975
17328,1009.4530852196975
17329,1009.4530852196975
17330,1009.4530852196975
17331,1009.4530852196975
17332,1009.4530852196975
17333,1009.4530852196975
17334,1009.4530852196975
17335,1009.4530852196975
17336,1009.4530852196975
17337,1009.4530852196975
17338,1009.4530852196975
17339,1009.4530852196975
17340,1009.4530852196975
17341,1009.4530852196975
17342,1009.4530852196975
17343,1009.4530852196975
17344,1009.4530852196975
17345,1009.4530852196975
17346,1009.4530852196975
17347,1032.141305223909
17348,1032.141305223909
17349,1032.141305223909
17350,1032.141305223909
17351,1032.141305223909
17352,1032.141305223909
17353,1032.141305223909
17354,1032.141305223909
17355,1032.141305223909
17356,1032.141305223909
17357,1032.141305223909
17358,1032.141305223909
17359,1032.141305223909
17360,1032.141305223909
17361,1032.141305223909
17362,1032.141305223909
17363,1032.141305223909
17364,1032.141305223909
17365,1032.141305223909
17366,1032.141305223909
17367,1032.141305223909
17368,1032.141305223909
17369,1032.141305223909
17370,1032.141305223909
17371,1032.141305223909
17372,1032.141305223909
17373,1032.141305223909
17374,1032.141305223909
17375,1032.141305223909
17376,1032.141305223909
17377,1032.141305223909
17378,1032.141305223909
17379,1032.141305223909
17380,1032.141305223909
17381,1032.141305223909
17382,1032.141305223909
17383,1032.141305223909
17384,1032.141305223909
17385,1032.141305223909
17386,1032.141305223909
17387,1032.141305223909
17388,1032.141305223909
17389,1032.141305223909
17390,1032.141305223909
17391,1032.141305223909
17392,1032.141305223909
17393,1032.141305223909
17394,1032.141305223909
17395,1032.141305223909
17396,1032.141305223909
17397,1032.141305223909
17398,1032.141305223909
17399,1032.141305223909
17400,1032.141305223909
17401,1032.141305223909
17402,1032.141305223909
17403,1032.141305223909
17404,1032.141305223909
17405,1032.141305223909
17406,1032.141305223909
17407,1032.141305223909
17408,1032.141305223909
17409,1032.141305223909
17410,1032.141305223909
17411,1032.141305223909
17412,1032.141305223909
17413,1032.141305223909
17414,1032.141305223909
17415,1032.141305223909
17416,1032.141305223909
17417,1032.141305223909
17418,1032.141305223909
17419,1032.141305223909
17420,1032.141305223909
17421,1032.141305223909
17422,1032.141305223909
17423,1032.141305223909
17424,1032.141305223909
17425,1032.141305223909
17426,1032.141305223909
17427,1032.141305223909
17428,1032.141305223909
17429,1032.141305223909
17430,1032.141305223909
17431,1032.141305223909
17432,1032.141305223909
17433,1032.141305223909
17434,1032.141305223909
17435,1032.141305223909
17436,1032.141305223909
17437,1032.141305223909
17438,1032.141305223909
17439,982.9297493531071
17440,982.9297493531071
17441,982.9297493531071
17442,982.9297493531071
17443,982.9297493531071
17444,982.9297493531071
17445,982.9297493531071
17446,982.9297493531071
17447,982.9297493531071
17448,982.9297493531071
17449,982.9297493531071
17450,982.9297493531071
17451,982.9297493531071
17452,982.9297493531071
17453,982.9297493531071
17454,982.9297493531071
17455,982.9297493531071
17456,982.9297493531071
17457,982.9297493531071
17458,982.9297493531071
17459,982.9297493531071
17460,982.9297493531071
17461,982.9297493531071
17462,982.9297493531071
17463,982.9297493531071
17464,982.9297493531071
17465,982.9297493531071
17466,982.9297493531071
17467,982.9297493531071
17468,982.9297493531071
17469,982.9297493531071
17470,982.9297493531071
17471,982.9297493531071
17472,982.9297493531071
17473,982.9297493531071
17474,982.9297493531071
17475,982.9297493531071
17476,982.9297493531071
17477,982.9297493531071
17478,982.9297493531071
17479,982.9297493531071
17480,982.9297493531071
17481,982.9297493531071
17482,982.9297493531071
17483,982.9297493531071
17484,982.9297493531071
17485,982.9297493531071
17486,982.9297493531071
17487,982.9297493531071
17488,982.9297493531071
17489,982.9297493531071
17490,982.9297493531071
17491,982.9297493531071
17492,982.9297493531071
17493,982.9297493531071
17494,982.9297493531071
17495,982.9297493531071
17496,982.9297493531071
17497,982.9297493531071
17498,982.9297493531071
17499,982.9297493531071
17500,982.9297493531071
17501,982.9297493531071
17502,982.9297493531071
17503,982.9297493531071
17504,982.9297493531071
17505,982.9297493531071
17506,982.9297493531071
17507,982.9297493531071
17508,982.9297493531071
17509,982.9297493531071
17510,982.9297493531071
17511,982.9297493531071
17512,982.9297493531071
17513,982.9297493531071
17514,982.9297493531071
17515,982.9297493531071
17516,982.9297493531071
17517,982.9297493531071
17518,982.9297493531071
17519,982.9297493531071
17520,982.9297493531071
17521,982.9297493531071
17522,982.9297493531071
17523,982.9297493531071
17524,982.9297493531071
17525,982.9297493531071
17526,982.9297493531071
17527,982.9297493531071
17528,982.9297493531071
17529,982.9297493531071
17530,982.9297493531071
17531,970.8118868937696
17532,970.8118868937696
17533,970.8118868937696
17534,970.8118868937696
17535,970.8118868937696
17536,970.8118868937696
17537,970.8118868937696
17538,970.8118868937696
17539,970.8118868937696
17540,970.8118868937696
17541,970.8118868937696
17542,970.8118868937696
17543,970.8118868937696
17544,970.8118868937696
17545,970.8118868937696
17546,970.8118868937696
17547,970.8118868937696
17548,970.8118868937696
17549,970.8118868937696
17550,970.8118868937696
17551,970.8118868937696
17552,970.8118868937696
17553,970.8118868937696
17554,970.8118868937696
17555,970.8118868937696
17556,970.8118868937696
17557,970.8118868937696
17558,970.8118868937696
17559,970.8118868937696
17560,970.8118868937696
17561,970.8118868937696
17562,970.8118868937696
17563,970.8118868937696
17564,970.8118868937696
17565,970.8118868937696
17566,970.8118868937696
17567,970.8118868937696
17568,970.8118868937696
17569,970.8118868937696
17570,970.8118868937696
17571,970.8118868937696
17572,970.8118868937696
17573,970.8118868937696
17574,970.8118868937696
17575,970.8118868937696
17576,970.8118868937696
17577,970.8118868937696
17578,970.8118868937696
17579,970.8118868937696
17580,970.8118868937696
17581,970.8118868937696
17582,970.8118868937696
17583,970.8118868937696
17584,970.8118868937696
17585,970.8118868937696
17586,970.8118868937696
17587,970.8118868937696
17588,970.8118868937696
17589,970.8118868937696
17590,970.8118868937696
17591,970.8118868937696
17592,970.8118868937696
17593,970.8118868937696
17594,970.8118868937696
17595,970.8118868937696
17596,970.8118868937696
17597,970.8118868937696
17598,970.8118868937696
17599,970.8118868937696
17600,970.8118868937696
17601,970.8118868937696
17602,970.8118868937696
17603,970.8118868937696
17604,970.8118868937696
17605,970.8118868937696
17606,970.8118868937696
17607,970.8118868937696
17608,970.8118868937696
17609,970.8118868937696
17610,970.8118868937696
17611,970.8118868937696
17612,970.8118868937696
17613,970.8118868937696
17614,970.8118868937696
17615,970.8118868937696
17616,970.8118868937696
17617,970.8118868937696
17618,970.8118868937696
17619,970.8118868937696
17620,970.8118868937696
17621,967.3248434573987
17622,967.3248434573987
17623,967.3248434573987
17624,967.3248434573987
17625,967.3248434573987
17626,967.3248434573987
17627,967.3248434573987
17628,967.3248434573987
17629,967.3248434573987
17630,967.3248434573987
17631,967.3248434573987
17632,967.3248434573987
17633,967.3248434573987
17634,967.3248434573987
17635,967.3248434573987
17636,967.3248434573987
17637,967.3248434573987
17638,967.3248434573987
17639,967.3248434573987
17640,967.3248434573987
17641,967.3248434573987
17642,967.3248434573987
17643,967.3248434573987
17644,967.3248434573987
17645,967.3248434573987
17646,967.3248434573987
17647,967.3248434573987
17648,967.3248434573987
17649,967.3248434573987
17650,967.3248434573987
17651,967.3248434573987
17652,967.3248434573987
17653,967.3248434573987
17654,967.3248434573987
17655,967.3248434573987
17656,967.3248434573987
17657,967.3248434573987
17658,967.3248434573987
17659,967.3248434573987
17660,967.3248434573987
17661,967.3248434573987
17662,967.3248434573987
17663,967.3248434573987
17664,967.3248434573987
17665,967.3248434573987
17666,967.3248434573987
17667,967.3248434573987
17668,967.3248434573987
17669,967.3248434573987
17670,967.3248434573987
17671,967.3248434573987
17672,967.3248434573987
17673,967.3248434573987
17674,967.3248434573987
17675,967.3248434573987
17676,967.3248434573987
17677,967.3248434573987
17678,967.3248434573987
17679,967.3248434573987
17680,967.3248434573987
17681,967.3248434573987
17682,967.3248434573987
17683,967.3248434573987
17684,967.3248434573987
17685,967.3248434573987
17686,967.3248434573987
17687,967.3248434573987
17688,967.3248434573987
17689,967.3248434573987
17690,967.3248434573987
17691,967.3248434573987
17692,967.3248434573987
17693,967.3248434573987
17694,967.3248434573987
17695,967.3248434573987
17696,967.3248434573987
17697,967.3248434573987
17698,967.3248434573987
17699,967.3248434573987
17700,967.3248434573987
17701,967.3248434573987
17702,967.3248434573987
17703,967.3248434573987
17704,967.3248434573987
17705,967.3248434573987
17706,967.3248434573987
17707,967.3248434573987
17708,967.3248434573987
17709,967.3248434573987
17710,967.3248434573987
17711,967.3248434573987
17712,945.5544715058404
17713,945.5544715058404
17714,945.5544715058404
17715,945.5544715058404
17716,945.5544715058404
17717,945.5544715058404
17718,945.5544715058404
17719,945.5544715058404
17720,945.5544715058404
17721,945.5544715058404
17722,945.5544715058404
17723,945.5544715058404
17724,945.5544715058404
17725,945.5544715058404
17726,945.5544715058404
17727,945.5544715058404
17728,945.5544715058404
17729,945.5544715058404
17730,945.5544715058404
17731,945.5544715058404
17732,945.5544715058404
17733,945.5544715058404
17734,945.5544715058404
17735,945.5544715058404
17736,945.5544715058404
17737,945.5544715058404
17738,945.5544715058404
17739,945.5544715058404
17740,945.5544715058404
17741,945.5544715058404
17742,945.5544715058404
17743,945.5544715058404
17744,945.5544715058404
17745,945.5544715058404
17746,945.5544715058404
17747,945.5544715058404
17748,945.5544715058404
17749,945.5544715058404
17750,945.5544715058404
17751,945.5544715058404
17752,945.5544715058404
17753,945.5544715058404
17754,945.5544715058404
17755,945.5544715058404
17756,945.5544715058404
17757,945.5544715058404
17758,945.5544715058404
17759,945.5544715058404
17760,945.5544715058404
17761,945.5544715058404
17762,945.5544715058404
17763,945.5544715058404
17764,945.5544715058404
17765,945.5544715058404
17766,945.5544715058404
17767,945.5544715058404
17768,945.5544715058404
17769,945.5544715058404
17770,945.5544715058404
17771,945.5544715058404
17772,945.5544715058404
17773,945.5544715058404
17774,945.5544715058404
17775,945.5544715058404
17776,945.5544715058404
17777,945.5544715058404
17778,945.5544715058404
17779,945.5544715058404
17780,945.5544715058404
17781,945.5544715058404
17782,945.5544715058404
17783,945.5544715058404
17784,945.5544715058404
17785,945.5544715058404
17786,945.5544715058404
17787,945.5544715058404
17788,945.5544715058404
17789,945.5544715058404
17790,945.5544715058404
17791,945.5544715058404
17792,945.5544715058404
17793,945.5544715058404
17794,945.5544715058404
17795,945.5544715058404
17796,945.5544715058404
17797,945.5544715058404
17798,945.5544715058404
17799,945.5544715058404
17800,945.5544715058404
17801,945.5544715058404
17802,945.5544715058404
17803,945.5544715058404
17804,987.4112259120777
17805,987.4112259120777
17806,987.4112259120777
17807,987.4112259120777
17808,987.4112259120777
17809,987.4112259120777
17810,987.4112259120777
17811,987.4112259120777
17812,987.4112259120777
17813,987.4112259120777
17814,987.4112259120777
17815,987.4112259120777
17816,987.4112259120777
17817,987.4112259120777
17818,987.4112259120777
17819,987.4112259120777
17820,987.4112259120777
17821,987.4112259120777
17822,987.4112259120777
17823,987.4112259120777
17824,987.4112259120777
17825,987.4112259120777
17826,987.4112259120777
17827,987.4112259120777
17828,987.4112259120777
17829,987.4112259120777
17830,987.4112259120777
17831,987.4112259120777
17832,987.4112259120777
17833,987.4112259120777
17834,987.4112259120777
17835,987.4112259120777
17836,987.4112259120777
17837,987.4112259120777
17838,987.4112259120777
17839,987.4112259120777
17840,987.4112259120777
17841,987.4112259120777
17842,987.4112259120777
17843,987.4112259120777
17844,987.4112259120777
17845,987.4112259120777
17846,987.4112259120777
17847,987.4112259120777
17848,987.4112259120777
17849,987.4112259120777
17850,987.4112259120777
17851,987.4112259120777
17852,987.4112259120777
17853,987.4112259120777
17854,987.4112259120777
17855,987.4112259120777
17856,987.4112259120777
17857,987.4112259120777
17858,987.4112259120777
17859,987.4112259120777
17860,987.4112259120777
17861,987.4112259120777
17862,987.4112259120777
17863,987.4112259120777
17864,987.4112259120777
17865,987.4112259120777
17866,987.4112259120777
17867,987.4112259120777
17868,987.4112259120777
17869,987.4112259120777
17870,987.4112259120777
17871,987.4112259120777
17872,987.4112259120777
17873,987.4112259120777
17874,987.4112259120777
17875,987.4112259120777
17876,987.4112259120777
17877,987.4112259120777
17878,987.4112259120777
17879,987.4112259120777
17880,987.4112259120777
17881,987.4112259120777
17882,987.4112259120777
17883,987.4112259120777
17884,987.4112259120777
17885,987.4112259120777
17886,987.4112259120777
17887,987.4112259120777
17888,987.4112259120777
17889,987.4112259120777
17890,987.4112259120777
17891,987.4112259120777
17892,987.4112259120777
17893,987.4112259120777
17894,987.4112259120777
17895,987.4112259120777
17896,1025.1768864988674
17897,1025.1768864988674
17898,1025.1768864988674
17899,1025.1768864988674
17900,1025.1768864988674
17901,1025.1768864988674
17902,1025.1768864988674
17903,1025.1768864988674
17904,1025.1768864988674
17905,1025.1768864988674
17906,1025.1768864988674
17907,1025.1768864988674
17908,1025.1768864988674
17909,1025.1768864988674
17910,1025.1768864988674
17911,1025.1768864988674
17912,1025.1768864988674
17913,1025.1768864988674
17914,1025.1768864988674
17915,1025.1768864988674
17916,1025.1768864988674
17917,1025.1768864988674
17918,1025.1768864988674
17919,1025.1768864988674
17920,1025.1768864988674
17921,1025.1768864988674
17922,1025.1768864988674
17923,1025.1768864988674
17924,1025.1768864988674
17925,1025.1768864988674
17926,1025.1768864988674
17927,1025.1768864988674
17928,1025.1768864988674
17929,1025.1768864988674
17930,1025.1768864988674
17931,1025.1768864988674
17932,1025.1768864988674
17933,1025.1768864988674
17934,1025.1768864988674
17935,1025.1768864988674
17936,1025.1768864988674
17937,1025.1768864988674
17938,1025.1768864988674
17939,1025.1768864988674
17940,1025.1768864988674
17941,1025.1768864988674
17942,1025.1768864988674
17943,1025.1768864988674
17944,1025.1768864988674
17945,1025.1768864988674
17946,1025.1768864988674
17947,1025.1768864988674
17948,1025.1768864988674
17949,1025.1768864988674
17950,1025.1768864988674
17951,1025.1768864988674
17952,1025.1768864988674
17953,1025.1768864988674
17954,1025.1768864988674
17955,1025.1768864988674
17956,1025.1768864988674
17957,1025.1768864988674
17958,1025.1768864988674
17959,1025.1768864988674
17960,1025.1768864988674
17961,1025.1768864988674
17962,1025.1768864988674
17963,1025.1768864988674
17964,1025.1768864988674
17965,1025.1768864988674
17966,1025.1768864988674
17967,1025.1768864988674
17968,1025.1768864988674
17969,1025.1768864988674
17970,1025.1768864988674
17971,1025.1768864988674
17972,1025.1768864988674
17973,1025.1768864988674
17974,1025.1768864988674
17975,1025.1768864988674
17976,1025.1768864988674
17977,1025.1768864988674
17978,1025.1768864988674
17979,1025.1768864988674
17980,1025.1768864988674
17981,1025.1768864988674
17982,1025.1768864988674
17983,1025.1768864988674
17984,1025.1768864988674
17985,1025.1768864988674
17986,1066.304057210914
17987,1066.304057210914
17988,1066.304057210914
17989,1066.304057210914
17990,1066.304057210914
17991,1066.304057210914
17992,1066.304057210914
17993,1066.304057210914
17994,1066.304057210914
17995,1066.304057210914
17996,1066.304057210914
17997,1066.304057210914
17998,1066.304057210914
17999,1066.304057210914
18000,1066.304057210914
18001,1066.304057210914
18002,1066.304057210914
18003,1066.304057210914
18004,1066.304057210914
18005,1066.304057210914
18006,1066.304057210914
18007,1066.304057210914
18008,1066.304057210914
18009,1066.304057210914
18010,1066.304057210914
18011,1066.304057210914
18012,1066.304057210914
18013,1066.304057210914
18014,1066.304057210914
18015,1066.304057210914
18016,1066.304057210914
18017,1066.304057210914
18018,1066.304057210914
18019,1066.304057210914
18020,1066.304057210914
18021,1066.304057210914
18022,1066.304057210914
18023,1066.304057210914
18024,1066.304057210914
18025,1066.304057210914
18026,1066.304057210914
18027,1066.304057210914
18028,1066.304057210914
18029,1066.304057210914
18030,1066.304057210914
18031,1066.304057210914
18032,1066.304057210914
18033,1066.304057210914
18034,1066.304057210914
18035,1066.304057210914
18036,1066.304057210914
18037,1066.304057210914
18038,1066.304057210914
18039,1066.304057210914
18040,1066.304057210914
18041,1066.304057210914
18042,1066.304057210914
18043,1066.304057210914
18044,1066.304057210914
18045,1066.304057210914
18046,1066.304057210914
18047,1066.304057210914
18048,1066.304057210914
18049,1066.304057210914
18050,1066.304057210914
18051,1066.304057210914
18052,1066.304057210914
18053,1066.304057210914
18054,1066.304057210914
18055,1066.304057210914
18056,1066.304057210914
18057,1066.304057210914
18058,1066.304057210914
18059,1066.304057210914
18060,1066.304057210914
18061,1066.304057210914
18062,1066.304057210914
18063,1066.304057210914
18064,1066.304057210914
18065,1066.304057210914
18066,1066.304057210914
18067,1066.304057210914
18068,1066.304057210914
18069,1066.304057210914
18070,1066.304057210914
18071,1066.304057210914
18072,1066.304057210914
18073,1066.304057210914
18074,1066.304057210914
18075,1066.304057210914
18076,1066.304057210914
18077,1032.358900848807
18078,1032.358900848807
18079,1032.358900848807
18080,1032.358900848807
18081,1032.358900848807
18082,1032.358900848807
18083,1032.358900848807
18084,1032.358900848807
18085,1032.358900848807
18086,1032.358900848807
18087,1032.358900848807
18088,1032.358900848807
18089,1032.358900848807
18090,1032.358900848807
18091,1032.358900848807
18092,1032.358900848807
18093,1032.358900848807
18094,1032.358900848807
18095,1032.358900848807
18096,1032.358900848807
18097,1032.358900848807
18098,1032.358900848807
18099,1032.358900848807
18100,1032.358900848807
18101,1032.358900848807
18102,1032.358900848807
18103,1032.358900848807
18104,1032.358900848807
18105,1032.358900848807
18106,1032.358900848807
18107,1032.358900848807
18108,1032.358900848807
18109,1032.358900848807
18110,1032.358900848807
18111,1032.358900848807
18112,1032.358900848807
18113,1032.358900848807
18114,1032.358900848807
18115,1032.358900848807
18116,1032.358900848807
18117,1032.358900848807
18118,1032.358900848807
18119,1032.358900848807
18120,1032.358900848807
18121,1032.358900848807
18122,1032.358900848807
18123,1032.358900848807
18124,1032.358900848807
18125,1032.358900848807
18126,1032.358900848807
18127,1032.358900848807
18128,1032.358900848807
18129,1032.358900848807
18130,1032.358900848807
18131,1032.358900848807
18132,1032.358900848807
18133,1032.358900848807
18134,1032.358900848807
18135,1032.358900848807
18136,1032.358900848807
18137,1032.358900848807
18138,1032.358900848807
18139,1032.358900848807
18140,1032.358900848807
18141,1032.358900848807
18142,1032.358900848807
18143,1032.358900848807
18144,1032.358900848807
18145,1032.358900848807
18146,1032.358900848807
18147,1032.358900848807
18148,1032.358900848807
18149,1032.358900848807
18150,1032.358900848807
18151,1032.358900848807
18152,1032.358900848807
18153,1032.358900848807
18154,1032.358900848807
18155,1032.358900848807
18156,1032.358900848807
18157,1032.358900848807
18158,1032.358900848807
18159,1032.358900848807
18160,1032.358900848807
18161,1032.358900848807
18162,1032.358900848807
18163,1032.358900848807
18164,1032.358900848807
18165,1032.358900848807
18166,1032.358900848807
18167,1032.358900848807
18168,1032.358900848807
18169,1049.299130365723
18170,1049.299130365723
18171,1049.299130365723
18172,1049.299130365723
18173,1049.299130365723
18174,1049.299130365723
18175,1049.299130365723
18176,1049.299130365723
18177,1049.299130365723
18178,1049.299130365723
18179,1049.299130365723
18180,1049.299130365723
18181,1049.299130365723
18182,1049.299130365723
18183,1049.299130365723
18184,1049.299130365723
18185,1049.299130365723
18186,1049.299130365723
